Game,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,Stripped Sales,,No errors,Number Conversion,Total
The Almost Gone,PC_b,Playdigious,Happy Volcano,,,,,,,,,,12/1/2020,8/7/2019,#VALUE!,,0,0,
The Almost Gone,NS_b,Playdigious,Happy Volcano,,,,,,,,,,12/1/2020,8/7/2019,#VALUE!,,0,0,
The Almost Gone,And_b,Playdigious,Happy Volcano,,,,,,,,,,12/1/2020,8/7/2019,#VALUE!,,0,0,
The Almost Gone,iOS_b,Playdigious,Happy Volcano,,,,,,,,,,12/1/2020,8/7/2019,#VALUE!,,0,0,
The Artful Escape,XOne_b,Annapurna Interactive,Beethoven & Dinosaur,,,,,,,,,,12/1/2020,11/25/2019,#VALUE!,,0,0,
The Artful Escape,PC_b,Annapurna Interactive,Beethoven & Dinosaur,,,,,,,,,,12/1/2020,11/25/2019,#VALUE!,,0,0,
The Artful Escape,iOS_b,Annapurna Interactive,Beethoven & Dinosaur,,,,,,,,,,12/1/2020,11/25/2019,#VALUE!,,0,0,
The Ascent,XS_b,Curve Digital,Neon Giant,,,,,,,,,,12/1/2020,5/7/2020,#VALUE!,,0,0,
The Ascent,XOne_b,Curve Digital,Neon Giant,,,,,,,,,,12/1/2020,5/7/2020,#VALUE!,,0,0,
The Ascent,PC_b,Curve Digital,Neon Giant,,,,,,,,,,12/1/2020,5/22/2020,#VALUE!,,0,0,
The Elder Scrolls VI,PC_b,Bethesda Softworks,Bethesda Game Studios,,,,,,,,,,12/1/2020,11/8/2019,#VALUE!,,0,0,
The Elder Scrolls: Blades,iOS_b,Bethesda Softworks,Bethesda Game Studios,,,,,,,,,,12/1/2020,6/9/2019,#VALUE!,,0,0,
The Elder Scrolls: Blades,And_b,Bethesda Softworks,Bethesda Game Studios,,,,,,,,,,12/1/2020,6/9/2019,#VALUE!,,0,0,
The Falconeer,PC_b,Wired Productions,Tomas Sala,,,,,,,,,,12/1/2020,8/17/2019,#VALUE!,,0,0,
The Good Life,XOne_b,White Owls,White Owls,,,,,,,,,,12/1/2020,8/13/2020,#VALUE!,,0,0,
The Good Life,PS4_b,White Owls,White Owls,,,,,,,,,,12/1/2020,8/13/2020,#VALUE!,,0,0,
The Good Life,NS_b,White Owls,White Owls,,,,,,,,,,12/1/2020,8/13/2020,#VALUE!,,0,0,
The Guild 3,PC_b,THQ Nordic,GolemLabs,,,,,,,,,,12/1/2020,1/8/2020,#VALUE!,,0,0,
The Idolmaster: Starlit Season,PS4_b,Bandai Namco Entertainment,Bandai Namco Games,,,,,,,,,,12/1/2020,7/16/2020,#VALUE!,,0,0,
The Idolmaster: Starlit Season,PC_b,Bandai Namco Entertainment,Bandai Namco Games,,,,,,,,,,12/1/2020,7/16/2020,#VALUE!,,0,0,
The Last Campfire,XOne_b,Hello Games,Hello Games,6,,,,,,,,,12/1/2020,6/8/2020,#VALUE!,,0,0,
The Last Campfire,PS4_b,Hello Games,Hello Games,,,,,,,,,,12/1/2020,6/8/2020,#VALUE!,,0,0,
The Last Campfire,NS_b,Hello Games,Hello Games,,,,,,,,,,12/1/2020,6/8/2020,#VALUE!,,0,0,
The Last Spell,NS_b,CCCP,CCCP,,,,,,,,,,12/1/2020,8/10/2019,#VALUE!,,0,0,
The Last Spell,PC_b,CCCP,CCCP,,,,,,,,,,12/1/2020,8/10/2019,#VALUE!,,0,0,
The Medium,XS_b,Bloober Team,Bloober Team,7.5,,,,,,,,,12/1/2020,5/7/2020,#VALUE!,,0,0,
The Medium,PC_b,Bloober Team,Bloober Team,,,,,,,,,,12/1/2020,5/7/2020,#VALUE!,,0,0,
The Oriental Exorcist,PS4_b,bilibili,wildfiregame,,,,,,,,,,12/1/2020,8/5/2019,#VALUE!,,0,0,
The Oriental Exorcist,PC_b,bilibili,wildfiregame,,,,,,,,,,12/1/2020,8/5/2019,#VALUE!,,0,0,
The Pathless,PS4_b,Annapurna Interactive,Giant Squid Studios,,,,,,,,,,12/1/2020,6/8/2019,#VALUE!,,0,0,
The Pathless,PC_b,Annapurna Interactive,Giant Squid Studios,,,,,,,,,,12/1/2020,6/8/2019,#VALUE!,,0,0,
The Pathless,PS5_b,Annapurna Interactive,Giant Squid Studios,8.5,,,,,,,,,12/1/2020,6/15/2020,#VALUE!,,0,0,
The Settlers: New Allies,PC_b,Ubisoft,Blue Byte,,,,,,,,,,12/1/2020,12/31/2022,#VALUE!,,0,0,
The Survivalists,XOne_b,Team17,Team17,,,,,,,,,,12/1/2020,12/10/2019,#VALUE!,,0,0,
The Survivalists,PS4_b,Team17,Team17,,,,,,,,,,12/1/2020,12/10/2019,#VALUE!,,0,0,
The Survivalists,PC_b,Team17,Team17,,,,,,,,,,12/1/2020,12/10/2019,#VALUE!,,0,0,
The Survivalists,NS_b,Team17,Team17,5,,,,,,,,,12/1/2020,12/10/2019,#VALUE!,,0,0,
The Universim,PC_b,Crytivo Games,Crytivo Games,,,,,,,,,,12/1/2020,7/2/2019,#VALUE!,,0,0,
The Universim,Linux_b,Crytivo Games,Crytivo Games,,,,,,,,,,12/1/2020,7/2/2019,#VALUE!,,0,0,
Tom Clancy's Rainbow Six: Extraction,PC_b,Ubisoft,Ubisoft Montreal,,,,,,,,,,12/1/2020,6/10/2021,#VALUE!,,0,0,
Tom Clancy's Rainbow Six: Extraction,PS4_b,Ubisoft,Ubisoft Montreal,,,,,,,,,,12/1/2020,6/10/2021,#VALUE!,,0,0,
Tom Clancy's Rainbow Six: Extraction,XOne_b,Ubisoft,Ubisoft Montreal,,,,,,,,,,12/1/2020,6/10/2021,#VALUE!,,0,0,
Tom Clancy's Rainbow Six: Extraction,XS_b,Ubisoft,Ubisoft Montreal,,,,,,,,,,12/1/2020,6/10/2021,#VALUE!,,0,0,
Tom Clancy's Rainbow Six: Extraction,PS5_b,Ubisoft,Ubisoft Montreal,,,,,,,,,,12/1/2020,6/10/2021,#VALUE!,,0,0,
Tom Clancy's Rainbow Six: Siege,XS_b,Ubisoft,Ubisoft Montreal,,,,,,,,,,12/1/2020,6/17/2020,#VALUE!,,0,0,
Tom Clancy's Rainbow Six: Siege,PS5_b,Ubisoft,Ubisoft Montreal,,,,,,,,,,12/1/2020,6/17/2020,#VALUE!,,0,0,
Scott Pilgrim vs. the World: The Game - Complete Edition,NS_b,Ubisoft,Ubisoft,,,,0.03m,,,,,,12/1/2020,9/22/2020,#VALUE!,,0,0,
Windjammers 2,NS_b,DotEmu,DotEmu,7,,,,,,,,,12/1/2020,6/17/2019,#VALUE!,,0,0,
Windjammers 2,PC_b,DotEmu,DotEmu,,,,,,,,,,12/1/2020,6/17/2019,#VALUE!,,0,0,
Witchbrook,PC_b,Chucklefish,Chucklefish,,,,,,,,,,12/1/2020,7/13/2019,#VALUE!,,0,0,
WRC 9,XS_b,Nacon,Kylotonn,,,,,,,,,,12/1/2020,6/17/2020,#VALUE!,,0,0,
WRC 9,PS5_b,Nacon,Kylotonn,,,,,,,,,,12/1/2020,6/17/2020,#VALUE!,,0,0,
Yakuza: Like A Dragon,PS5_b,Sega,Sega,,,,,,,,,,12/1/2020,9/15/2020,#VALUE!,,0,0,
Yo-kai Watch 1 for Nintendo Switch,NS_b,Nintendo,Level 5,,,,,,,,,,12/1/2020,8/12/2019,#VALUE!,,0,0,
The Good Life,PC_b,White Owls,White Owls,,,,,,,,,,12/2/2020,8/13/2020,#VALUE!,,0,0,
Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,NS_b,Aksys Games,ChunSoft,,,,,,,,,,12/2/2020,6/10/2020,#VALUE!,,0,0,
Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,PC_b,Spike Chunsoft,Spike Chunsoft,,,,,,,,,,12/2/2020,7/22/2020,#VALUE!,,0,0,
Immortals Fenyx Rising,PC_b,Ubisoft,Ubisoft,,,,,,,,,,12/3/2020,9/20/2020,#VALUE!,,0,0,
Immortals Fenyx Rising,PS4_b,Ubisoft,Ubisoft,,,,,,,,,,12/3/2020,9/20/2020,#VALUE!,,0,0,
Immortals Fenyx Rising,NS_b,Ubisoft,Ubisoft,,,,,,,,,,12/3/2020,9/20/2020,#VALUE!,,0,0,
Immortals Fenyx Rising,XOne_b,Ubisoft,Ubisoft,,,,,,,,,,12/3/2020,9/20/2020,#VALUE!,,0,0,
Immortals Fenyx Rising,XS_b,Ubisoft,Ubisoft,,,,,,,,,,12/3/2020,9/20/2020,#VALUE!,,0,0,
Immortals Fenyx Rising,PS5_b,Ubisoft,Ubisoft,,,,,,,,,,12/3/2020,9/20/2020,#VALUE!,,0,0,
Jack Jeanne,NS_b,Broccoli,Broccoli,,,,,,,,,,12/3/2020,5/16/2020,#VALUE!,,0,0,
Fitness Boxing 2: Rhythm & Exercise,NS_b,Nintendo,Imagineer,,,,1.00m,,,,,,12/4/2020,4/17/2022,#VALUE!,,0,0,
Dragon Quest XI S: Definitive Edition,XOne_b,Square Enix,Square Enix,,,,,,,,,,12/4/2020,7/24/2020,#VALUE!,,0,0,
Dragon Quest XI S: Definitive Edition,PS4_b,Square Enix,Square Enix,,,,,,,,,,12/4/2020,7/24/2020,#VALUE!,,0,0,
Dragon Quest XI S: Definitive Edition,PC_b,Square Enix,Square Enix,,,,,,,,,,12/4/2020,7/24/2020,#VALUE!,,0,0,
Fire Emblem: Shadow Dragon and the Blade of Light,NS_b,Nintendo,Intelligent Systems,,,,,,,,,,12/4/2020,1/22/2021,#VALUE!,,0,0,
Darksiders Genesis,PC_b,THQ Nordic,Airship Syndicate,9,,,,,,,,,12/5/2020,6/8/2019,#VALUE!,,0,0,
Puyo Puyo Tetris 2,XOne_b,Sega,Sega,,,,,,,,,,12/8/2020,8/27/2020,#VALUE!,,0,0,
Puyo Puyo Tetris 2,PS4_b,Sega,Sega,,,,,,,,,,12/8/2020,8/27/2020,#VALUE!,,0,0,
Puyo Puyo Tetris 2,NS_b,Sega,Sega,,,,,,,,,,12/8/2020,8/27/2020,#VALUE!,,0,0,
Dwarf Fortress,PC_b,Kitfox Games,Bay 12 Games,,,,,,,,,,12/8/2020,,#VALUE!,,0,0,
DiRT 5,PS5_b,Codemasters,Codemasters,,,,,,,,,,12/9/2020,5/7/2020,#VALUE!,,0,0,
Cyberpunk 2077,All_b,CD Projekt Red Studio,CD Projekt Red Studio,,,,20.00m,,,,,,12/10/2020,10/2/2022,#VALUE!,,0,0,
Romance of the Three Kingdoms XIV: Diplomacy and Strategy Expansion Pack,All_b,Koei Tecmo,Koei Tecmo Games,,,,0.10m,,,,,,12/10/2020,3/5/2021,#VALUE!,,0,0,
Medal of Honor: Above and Beyond,PC_b,Electronic Arts,Respawn Entertainment,,,,,,,,,,12/11/2020,10/29/2019,#VALUE!,,0,0,
Collection of SaGa: Final Fantasy Legend,NS_b,Square Enix,Square Enix,,,,,,,,,,12/15/2020,8/28/2020,#VALUE!,,0,0,
G.I. Joe: Operation Blackout,PC_b,GameMill Entertainment,Fair Play Labs,,,,,,,,,,12/15/2020,12/18/2020,#VALUE!,,0,0,
Doom Eternal,NS_b,Bethesda Softworks,id Software,,,,,,,,,,12/20/2020,6/13/2018,#VALUE!,,0,0,
Maneater,NS_b,Tripwire Interactive,Tripwire Interactive,,,,,,,,,,12/22/2020,12/16/2019,#VALUE!,,0,0,
Insurgency: Sandstorm,XOne_b,Focus Home Interactive,New World Interactive,,,,,,,,,,12/25/2020,12/12/2018,#VALUE!,,0,0,
Insurgency: Sandstorm,PS4_b,Focus Home Interactive,New World Interactive,,,,,,,,,,12/25/2020,12/12/2018,#VALUE!,,0,0,
Pathfinder: Kingmaker,NS_b,Deep Silver,Owlcat Games,,,,,,,,,,12/25/2020,11/18/2018,#VALUE!,,0,0,
Super Meat Boy Forever,And_b,Team Meat,Team Meat,,,,,,,,,,12/26/2020,,#VALUE!,,0,0,
Super Meat Boy Forever,PC_b,Team Meat,Team Meat,,,,,,,,,,12/26/2020,,#VALUE!,,0,0,
Super Meat Boy Forever,NS_b,Team Meat,Team Meat,6,,,,,,,,,12/26/2020,2/13/2018,#VALUE!,,0,0,
Super Meat Boy Forever,XOne_b,Team Meat,Team Meat,,,,,,,,,,12/26/2020,4/1/2019,#VALUE!,,0,0,
Super Meat Boy Forever,PS4_b,Team Meat,Team Meat,,,,,,,,,,12/26/2020,4/1/2019,#VALUE!,,0,0,
Afterparty,NS_b,Night School Studio,Night School Studio,,,,,,,,,,12/30/2020,11/12/2018,#VALUE!,,0,0,
Eastward,PC_b,Chucklefish,Pixpil,,,,,,,,,,12/30/2020,4/30/2018,#VALUE!,,0,0,
Eastward,NS_b,Chucklefish,Pixpil,,,,,,,,,,12/30/2020,9/13/2019,#VALUE!,,0,0,
Indivisible,NS_b,505 Games,Lab Zero Games,,,,,,,,,,12/30/2020,4/11/2019,#VALUE!,,0,0,
Mineko's Night Market,NS_b,Humble Bundle,Meowza Games,,,,,,,,,,12/30/2020,11/4/2018,#VALUE!,,0,0,
Ooblets,PC_b,Double Fine Presents,Glumberland,,,,,,,,,,12/30/2020,1/23/2018,#VALUE!,,0,0,
RÃƒÂ¶ki,NS_b,CI Games,Polygon Treehouse,,,,,,,,,,12/30/2020,9/16/2019,#VALUE!,,0,0,
The Red Lantern,NS_b,"Timberline Studio, Inc.","Timberline Studio, Inc.",,,,,,,,,,12/30/2020,4/2/2019,#VALUE!,,0,0,
Plague Inc: Evolved,PC_b,Ndemic Creations,Ndemic Creations,,,,2.00m,,,,,,12/31/2020,2/2/2019,#VALUE!,,0,0,
Final Fantasy Type-0,PSP_b,Unknown,Square Enix,,,,,0.81m,,,0.81m,,12/31/2020,,0.81,,0.81,0.81,
Dragon Quest Monsters: Caravan Heart,GBA_b,Unknown,TOSE,,,,,0.66m,,,0.64m,0.02m,12/31/2020,,0.66,,0.66,0.66,
Food Battle: The Game,PC_b,Smosh LLC,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Food Battle: The Game,And_b,Smosh LLC,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Football Manager 2015,And_b,Sega,Sports Interactive,,,,,,,,,,12/31/2020,5/29/2018,#VALUE!,,0,0,
FORCED,PS3_b,BetaDwarf,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
FORCED,X360_b,BetaDwarf,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
FORCED,XOne_b,BetaDwarf,BetaDwarf,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Formula 1 Sensation,NES_b,Unknown,Konami,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Garfield Gets Real,Wii_b,Unknown,PAWS,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Gauntlet,DS_b,Unknown,Backbone Entertainment,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Ghost Whisperer: Shadowlands,PC_b,Unknown,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Ghosts 'n Goblins,GBA_b,Capcom,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Gun Loco,X360_b,Unknown,AQ Interactive,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Hannah Montana: Pop Star Exclusive,DS_b,Unknown,Disney Interactive Studios,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
HardGrip,Wii_b,Unknown,Human Soft,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
HardGrip,PS3_b,Unknown,Human Soft,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
HardGrip,X360_b,Unknown,Human Soft,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Hearthstone: Heroes of Warcraft,PC_b,Blizzard Entertainment,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Hei$t,X360_b,Unknown,InXile Entertainment,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Hei$t,PC_b,Unknown,InXile Entertainment,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Hellraiser,NES_b,Unknown,Color Dreams,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Hero-U: Rogue to Redemption,PC_b,Transolar Games,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Hero-U: Rogue to Redemption,OSX_b,Transolar Games,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Hero-U: Rogue to Redemption,Linux_b,Transolar Games,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
High Heat Major League Baseball 2004,GBA_b,Unknown,3DO,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Highlander,PC_b,Unknown,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Highlander,X360_b,Unknown,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Highlander,PS3_b,Unknown,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Homeworld: Shipbreakers,PC_b,Gearbox Software,Blackbird Interactive,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Hover : Revolt of Gamers,Linux_b,Unknown,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Hover : Revolt of Gamers,PC_b,Unknown,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Hover : Revolt of Gamers,OSX_b,Unknown,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Hugo Bukkazoom!,GBA_b,Unknown,ITE Media,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Huxley: The Dystopia,X360_b,Unknown,Webzen,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
inSane,PS3_b,Unknown,Volition Studios,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
inSane,X360_b,Unknown,Volition Studios,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Inside My Radio,XOne_b,Seaven Studio,Seaven Studio,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Inside My Radio,PS4_b,Seaven Studio,Seaven Studio,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Inside My Radio,PC_b,Seaven Studio,Seaven Studio,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Into the Stars,OSX_b,Fugitive Games,Fugitive Games,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Into the Stars,PC_b,Fugitive Games,Fugitive Games,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Jack Houston and the Necronauts,PC_b,Unknown,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Kaiju Panic,XOne_b,Mechabit,Mechabit,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Kaiju Panic,Linux_b,Mechabit,Mechabit,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Kaiju Panic,OSX_b,Mechabit,Mechabit,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Kaiju Panic,PC_b,Mechabit,Mechabit,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Kitty Luv,Wii_b,Unknown,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Lacuna Passage,OSX_b,Infogrames Melbourne,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Lacuna Passage,PC_b,Infogrames Melbourne,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Lacuna Passage,Linux_b,Infogrames Melbourne,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Landmark,PC_b,Sony Online Entertainment,Sony Online Entertainment,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Lovers in a Dangerous Spacetime,OSX_b,Asteroid Base,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Lovers in a Dangerous Spacetime,XOne_b,Asteroid Base,Asteroid Base,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
M.A.V.,PC_b,BombDog,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Magrunner: Dark Pulse,X360_b,Unknown,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Magrunner: Dark Pulse,PS3_b,Focus Home Interactive,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Mashed,PS2_b,Unknown,Supersonic,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Math Patrol: The Venus Virus,GBA_b,Unknown,GXB Interactive,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Megatokyo,Linux_b,Supersonic,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Megatokyo,PC_b,Supersonic,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Megatokyo,OSX_b,Supersonic,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Mevius Final Fantasy,And_b,Square Enix,Square Enix,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Minecraft: Story Mode,PSV_b,Mojang,Telltale Games,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Mistborn: Birthright,X360_b,Little Orbit,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Mistborn: Birthright,PS3_b,Little Orbit,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Mistborn: Birthright,PC_b,Little Orbit,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Monaco: What's Yours Is Mine,OSX_b,Pocketwatch Games,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Muse: Together Is the New Alone,PS4_b,Pygmy Studio,Pygmy Studio,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Muse: Together Is the New Alone,PSV_b,Pygmy Studio,Pygmy Studio,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Need for Speed No Limits,And_b,Electronic Arts,Firemonkeys,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Neo Aquarium 2: Ace of Seafood,PC_b,Playism,Nussoft,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Neo Aquarium 2: Ace of Seafood,And_b,Playism,Nussoft,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Nosgoth,PC_b,Square Enix,Psyonix,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Oddworld: Abe's Oddysee New N' Tasty!,PSV_b,Oddworld Inhabitants,Just Add Water,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Oddworld: Abe's Oddysee New N' Tasty!,WiiU_b,Oddworld Inhabitants,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Off-Road Drive,PS3_b,1C Company,Avalon Style,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Off-Road Drive,X360_b,1C Company,Avalon Style,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Order Up!!,PSV_b,Ignition Entertainment,SuperVillain Studios,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Pier Solar and the Great Architects,X360_b,WaterMelon,WaterMelon Development,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Pier Solar and the Great Architects,Ouya_b,WaterMelon,WaterMelon Development,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Pier Solar and the Great Architects,And_b,WaterMelon,WaterMelon Development,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Pinky and the Brain: The Master Plan,GBA_b,Unknown,Warthog,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Pipe Mania,Wii_b,Unknown,Razorworks Studios,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Plague Inc.,XOne_b,Ndemic Creations,Ndemic Creations,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Portal 1 & 2 Pack,PC_b,Unknown,Valve Software,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Prey 2,PS3_b,Bethesda Softworks,Human Head Studios,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Prey 2,X360_b,Bethesda Softworks,Human Head Studios,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Prey 2,PC_b,Bethesda Softworks,Human Head Studios,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Primal Carnage: Genesis,PS4_b,Unknown,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Prime World,And_b,Unknown,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Prime World,PC_b,Unknown,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Project Phoenix,PSV_b,Unknown,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Project Phoenix,And_b,Unknown,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Project Phoenix,Linux_b,Unknown,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Project Phoenix,OSX_b,Unknown,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Project Phoenix,PC_b,Unknown,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Project Phoenix,PS4_b,Unknown,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Project Zomboid,Linux_b,The Indie Stone,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Project Zomboid,OSX_b,The Indie Stone,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Project Zomboid,PC_b,The Indie Stone,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Puzzle Agent,WW_b,Unknown,Telltale Games,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Retro City Rampage,WW_b,Unknown,Vblank Entertainment Inc.,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
ReVeN,Linux_b,Unknown,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
ReVeN,OSX_b,Unknown,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
ReVeN,PC_b,Unknown,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Risk of Rain,PSV_b,"Infocom, Inc.",Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
RoboCop,GBA_b,Unknown,Mirage Interactive,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Rocketbirds 2: Evolution,PS4_b,Unknown,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Sacrilegium,PC_b,TopWare Interactive,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Sacrilegium,X360_b,TopWare Interactive,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Sacrilegium,PS3_b,TopWare Interactive,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Sacrilegium,OSX_b,TopWare Interactive,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Sadness,Wii_b,Unknown,Nibris,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Samphi,PC_b,Desura,Unknown,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
SBK08 Superbike World Championship,PC_b,Unknown,Milestone,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Seraph of the End: The Origin of Fate,PSV_b,Namco Bandai Games,Namco Bandai Games,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Silent Hills,PS4_b,Konami Digital Entertainment,Kojima Productions,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Silent Hunter Online,PC_b,Ubisoft,Blue Byte,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Sine Mora,PSN_b,Unknown,Digital Reality,,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
Sine Mora,XBL_b,Unknown,Digital Reality,7.8,,,,,,,,,12/31/2020,,#VALUE!,,0,0,
