Game,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,Stripped Sales,,No errors,Number Conversion,Total
Defenders of Ardania,PC_b,Paradox Interactive,Most Wanted Entertainment,,,,,0.01m,,0.01m,,0.00m,1/1/1970,,0.01,,0.01,0.010,
PDC World Championship Darts 2008,PC_b,Unknown,Mere Mortals,,,,,0.01m,,0.01m,,0.00m,1/1/1970,,0.01,,0.01,0.010,
Deep Black,PC_b,505 Games,BiArt Studios,,,,,0.01m,,0.00m,,0.00m,1/1/1970,,0.01,,0.01,0.010,
Hidden Expedition: The Uncharted Islands,PC_b,Unknown,Activision,,,,,0.00m,,0.00m,,0.00m,1/1/1970,,0.00,,0.00,0.000,
Afterfall,PC_b,Unknown,Intoxicate Interactive,,,,,,,,,,1/1/1970,,#VALUE!,,0,0.000,
Asda 2,PC_b,Unknown,MaxOn Soft,,,,,,,,,,1/1/1970,,#VALUE!,,0,0.000,
Back to the Future: The Game - Episode V: OUTATIME,PC_b,Unknown,Telltale Games,,6.9,,,,,,,,1/1/1970,,#VALUE!,,0,0.000,
Baten Kaitos Origins,DS_b,Unknown,Namco Bandai Games,,,,,,,,,,1/1/1970,,#VALUE!,,0,0.000,
Batman: Arkham City - Nightwing Bundle Pack,PC_b,Warner Bros. Interactive Entertainment,Rocksteady Studios,,,,,,,,,,1/1/1970,,#VALUE!,,0,0.000,
Battlefield 1943,PC_b,Unknown,EA DICE,,9,,,,,,,,1/1/1970,,#VALUE!,,0,0.000,
Call of Duty: Black Ops - Rezurrection,PC_b,Activision,Treyarch,,,,,,,,,,1/1/1970,,#VALUE!,,0,0.000,
Capsized,XBL_b,Unknown,Alientrap Software,,,,,,,,,,1/1/1970,,#VALUE!,,0,0.000,
Check vs. Mate,PSP_b,Unknown,TopWare Interactive,,,,,,,,,,1/1/1970,,#VALUE!,,0,0.000,
Check vs. Mate,DS_b,Unknown,TopWare Interactive,,,,,,,,,,1/1/1970,,#VALUE!,,0,0.000,
Check vs. Mate,Wii_b,Unknown,TopWare Interactive,,,,,,,,,,1/1/1970,,#VALUE!,,0,0.000,
Code of Honor: The French Foreign Legion,PC_b,Unknown,City Interactive,,,,,,,,,,1/1/1970,,#VALUE!,,0,0.000,
Combat Wings: The Great Battles of WWII,PC_b,City Interactive,City Interactive,,,,,,,,,,1/1/1970,,#VALUE!,,0,0.000,
Dead Block,PC_b,Unknown,Candygun Games,,,,,,,,,,1/1/1970,,#VALUE!,,0,0.000,
Delta Force: Angel Falls,PC_b,Unknown,NovaLogic,,,,,,,,,,1/1/1970,,#VALUE!,,0,0.000,
Dragonology,PC_b,Unknown,NiK NaK,,,,,,,,,,1/1/1970,,#VALUE!,,0,0.000,
Dungeons & Dragons Online: Forsaken Lands,PC_b,Unknown,Atari,,,,,,,,,,1/1/1970,,#VALUE!,,0,0.000,
The Oregon Trail,Series_b,MECC,MECC,,,,65.00m,,,,,,12/3/1971,2/18/2020,#VALUE!,,0,0.000,
Trek73,PC_b,Unknown,"William K. Char, Perry Lee, and Dan Gee",,,,,,,,,,10/8/1973,,#VALUE!,,0,0.000,
Nintengirls: College Girl & Friends,DS_b,Nintendo,Nintendo EAD,,,,,,,,,,10/12/1975,,#VALUE!,,0,0.000,
Combat,2600_b,Atari,Atari,,,,,1.25m,1.17m,0.07m,,0.01m,1/1/1977,,1.25,,1.25,1.250,
Air-Sea Battle,2600_b,Atari,Atari,,,,,0.98m,0.91m,0.06m,,0.01m,1/1/1977,,0.98,,0.98,0.980,
Fun With Numbers,2600_b,Atari,Atari,,,,,,,,,,1/1/1977,,#VALUE!,,0,0.000,
Kingdom,PC_b,Commodore,Digital Eclipse,,,,,,,,,,1/1/1977,4/20/2018,#VALUE!,,0,0.000,
Pong Sports,2600_b,Sears,Telegames,,,,,,,,,,1/1/1977,,#VALUE!,,0,0.000,
Race: Auto Racing,2600_b,Sears,Telegames,,,,,,,,,,1/1/1977,,#VALUE!,,0,0.000,
Basic Math,2600_b,Atari,Atari,,,,,,,,,,1/1/1977,,#VALUE!,,0,0.000,
Star Ship,2600_b,Atari,Atari,,,,,,,,,,10/1/1977,,#VALUE!,,0,0.000,
Video Olympics,2600_b,Atari,Atari,,,,,,,,,,10/1/1977,,#VALUE!,,0,0.000,
Indy 500,2600_b,Atari,Atari,,,,,0.27m,0.26m,0.01m,,0.00m,10/1/1977,,0.27,,0.27,0.270,
Blackjack,2600_b,Atari,Atari,,,,,,,,,,10/1/1977,,#VALUE!,,0,0.000,
Space Invaders,2600_b,Atari,Atari,,,,2.00m,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Adventure,2600_b,Atari,Atari,,,,1.00m,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Football,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Golf,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Gunslinger,2600_b,Sears,"Telegames, Inc.",,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Human Cannonball,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Maze,2600_b,Sears,Telegames,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Maze Mania: A Game of Cops 'n Robbers,2600_b,Sears,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Memory Match,2600_b,Sears,Telegames,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Othello,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Outer Space,2600_b,Sears,Telegames,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Outlaw,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Poker Plus,2600_b,Sears,Telegames,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Racing Pak,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Sea Hunt,2600_b,Unknown,Froggo,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Sky Diver,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Slot Racers,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Slots,2600_b,Sears,Telegames,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Space War,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Speedway II,2600_b,Sears,Telegames,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Street Racer,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Superman,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Surround,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Video Checkers,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Video Chess,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Circus Atari,2600_b,Atari,Atari,,,,,0.46m,0.43m,0.03m,,0.00m,1/1/1978,,0.46,,0.46,0.460,
Maze Craze: A Game of Cops 'n Robbers,2600_b,Atari,Atari,,,,,0.45m,0.42m,0.02m,,0.00m,1/1/1978,,0.45,,0.45,0.450,
Super Breakout,2600_b,Atari,Atari,,,,,0.44m,0.41m,0.03m,,0.00m,1/1/1978,,0.44,,0.44,0.440,
Hangman,2600_b,Atari,Atari,,,,,0.38m,0.35m,0.02m,,0.00m,1/1/1978,,0.38,,0.38,0.380,
Flag Capture,2600_b,Atari,Atari,,,,,0.27m,0.25m,0.02m,,0.00m,1/1/1978,,0.27,,0.27,0.270,
Breakaway IV,2600_b,Sears,Atari,,,,,0.21m,0.20m,0.01m,,0.00m,1/1/1978,,0.21,,0.21,0.210,
Home Run,2600_b,Atari,Atari,,,,,0.15m,0.14m,0.01m,,0.00m,1/1/1978,,0.15,,0.15,0.150,
3-D Tic-Tac-Toe,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Backgammon,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
BASIC Programming,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Basketball,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Bowling,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Brain Games,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Breakout,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Canyon Bomber,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Casino,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Codebreaker,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Concentration,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Dodge 'Em,2600_b,Atari,Atari,,,,,,,,,,1/1/1978,,#VALUE!,,0,0.000,
Night Driver,2600_b,Atari,Atari,,,,,,,,,,10/1/1978,,#VALUE!,,0,0.000,
International Bridge Contractors,PC_b,Unknown,Philip Case,,,,,,,,,,1/1/1979,,#VALUE!,,0,0.000,
Miniature Golf,2600_b,Atari,Atari,,,,,,,,,,1/1/1979,,#VALUE!,,0,0.000,
Slot Machine,2600_b,Atari,Atari,,,,,0.31m,0.29m,0.02m,,0.00m,1/1/1979,,0.31,,0.31,0.310,
Akalabeth,PC_b,California Pacific,Top of the Orchard,,,,0.03m,,,,,,1/1/1979,,#VALUE!,,0,0.000,
FS1 Flight Simulator,All_b,Sublogic,Sublogic,,,,0.03m,,,,,,1/1/1979,4/7/2021,#VALUE!,,0,0.000,
Dog Star Adventure,PC_b,Unknown,Scott Adams & Lance Micklus,,,,,,,,,,5/1/1979,,#VALUE!,,0,0.000,
Temple of Apshai,All_b,Automated Simulations,Automated Simulations,,,,0.40m,,,,,,8/1/1979,4/7/2021,#VALUE!,,0,0.000,
Super Invader,OSX_b,California Pacific,Astar International Company,,,,0.02m,,,,,,11/1/1979,4/6/2021,#VALUE!,,0,0.000,
