Game,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,Stripped Sales,,No errors,Number Conversion,Total
Boom Beats,PSN_b,Gamelion Studios,Gamelion Studios,,,,,,,,,,12/7/2010,,#VALUE!,,0,0,
Harms Way,XBL_b,Unknown,Bongfish GmbH,,6,,,,,,,,12/8/2010,,#VALUE!,,0,0,
Jungle Party,PSN_b,Sony Computer Entertainment,SCEE,,,,,,,,,,12/8/2010,,#VALUE!,,0,0,
Koh 2: Shogun,PSN_b,ASK,ASK Corporation,,,,,,,,,,12/8/2010,,#VALUE!,,0,0,
Le Concert ff,PSN_b,Warashi,Warashi,,,,,,,,,,12/8/2010,,#VALUE!,,0,0,
Le Concert pp,PSN_b,Warashi,Warashi,,,,,,,,,,12/8/2010,,#VALUE!,,0,0,
My Home Dream,PSN_b,Victor Interactive,Victor Interactive Software,,,,,,,,,,12/8/2010,,#VALUE!,,0,0,
Pinball FX 2: Marvel Pinball,XBL_b,Zen Studios,Zen Studios,,8.2,,,,,,,,12/8/2010,,#VALUE!,,0,0,
Quiz Ongaku no Jikan: Joysound Wii Super DX Senyou Kyoku Navi Dzuke,DSiW_b,Hudson Soft,Xing Inc.,,,,,,,,,,12/8/2010,,#VALUE!,,0,0,
Shikami No Maki,PSN_b,Hamster Corporation,Vap,,,,,,,,,,12/8/2010,,#VALUE!,,0,0,
Streak: Hoverboard Racing,PSN_b,Atari,SingleTrac,,,,,,,,,,12/8/2010,,#VALUE!,,0,0,
Action Game: Tobeyo!! Dragon!,DSiW_b,SilverStar,SilverStarJapan,,,,,,,,,,12/8/2010,,#VALUE!,,0,0,
Asuka 120% Special: Burning Fest. Special,PSN_b,Family Soft,Family Soft,,,,,,,,,,12/8/2010,,#VALUE!,,0,0,
Bomberman Live: Battlefest,XBL_b,Hudson Soft,Pi Studios,,7.3,,,,,,,,12/8/2010,,#VALUE!,,0,0,
Chara Pasha! Hello Kitty,DSiW_b,Unknown,Nippon Columbia,,,,,,,,,,12/8/2010,,#VALUE!,,0,0,
Doritos Crash Course,XBL_b,Microsoft Game Studios,Wanako Studios,,8,,,,,,,,12/8/2010,,#VALUE!,,0,0,
Narisokonai Eiyuutan: Taiyou to Tsuki no Monogatari,PSN_b,Irem Software Engineering,Irem Software Engineering,,,,,,,,,,12/9/2010,,#VALUE!,,0,0,
Uchi no 3 Shimai no Karaoke Utagassen,DS_b,Culture Brain,Culture Brain,,,,,,,,,,12/9/2010,,#VALUE!,,0,0,
Ni no Kuni: Dominion of the Dark Djinn,DS_b,Level 5,Level 5/Studio Ghibli,,,,0.60m,,,,,,12/9/2010,1/11/2019,#VALUE!,,0,0,
Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,Wii_b,Hudson Soft,Xing Inc.,,,,,0.09m,,,0.09m,,12/9/2010,,0.09,,0.09,0.09,
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS_b,ChunSoft,ChunSoft,,,,,0.04m,,,0.04m,,12/9/2010,,0.04,,0.04,0.04,
Pastel Chime Continue,PSP_b,5pb,Alice Soft,,,,,0.02m,,,0.02m,,12/9/2010,,0.02,,0.02,0.02,
A Ressha de Ikou DS: Navigation Pack,DS_b,ArtDink,ArtDink,,,,,,,,,,12/9/2010,,#VALUE!,,0,0,
Akogare Girls Collection: Mister Donut DS,DS_b,Creative Core,Open Sesame,,,,,,,,,,12/9/2010,,#VALUE!,,0,0,
Armen Noir,PS2_b,Idea Factory,Otomate,,,,,,,,,,12/9/2010,,#VALUE!,,0,0,
Boku wa Koukuu Kanseikan: Airport Hero Kankuu,PSP_b,Sonic Powered,TechnoBrain,,,,,,,,,,12/9/2010,,#VALUE!,,0,0,
Redneck Racers,PC_b,Unknown,Unknown,,,,,,,,,,12/10/2010,,#VALUE!,,0,0,
Mystery Tales of Time Travel,DS_b,O-Games,Most Wanted Entertainment,,,,,0.19m,0.01m,0.15m,,0.02m,12/10/2010,,0.19,,0.19,0.19,
Greed Corp,PC_b,W!Games,W!Games,,,,0.17m,,,,,,12/10/2010,,#VALUE!,,0,0,
Chus Dynasty,XBL_b,Microsoft,mHoesterey,,,,,,,,,,12/10/2010,,#VALUE!,,0,0,
Cut the Rope: Holiday Gift,And_b,ZeptoLab,Unknown,,,,,,,,,,12/10/2010,,#VALUE!,,0,0,
CannonBotGo,XBL_b,Microsoft,Segawa,,,,,,,,,,12/11/2010,,#VALUE!,,0,0,
Super Mario All-Stars: Limited Edition,Wii_b,Nintendo,Nintendo EAD,5.5,7.2,,2.24m,,,,,,12/12/2010,,#VALUE!,,0,0,
Jam Space: PocketStudio,DSiW_b,HB Studios Multimedia,HB Studios,,,,,,,,,,12/13/2010,,#VALUE!,,0,0,
Just Sing! Christmas Songs,DSiW_b,Engine Software,Engine Software,,,,,,,,,,12/13/2010,,#VALUE!,,0,0,
lilt line,WW_b,Gaijin Entertainment,Different Cloth,,6.2,,,,,,,,12/13/2010,,#VALUE!,,0,0,
Little Red Riding Hood's Zombie BBQ,DSiW_b,Gammick Entertainment,EnjoyUp Games,,,,,,,,,,12/13/2010,,#VALUE!,,0,0,
Violin Paradise,WW_b,Unknown,Keystone Game Studio,,,,,,,,,,12/13/2010,,#VALUE!,,0,0,
"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii_b,SouthPeak Interactive,Lightning Fish,,,,,0.14m,0.12m,0.02m,,0.01m,12/13/2010,,0.14,,0.14,0.14,
Darius Twin,VC_b,Taito,Taito Corporation,,,,,,,,,,12/13/2010,,#VALUE!,,0,0,
Family Games: Pen & Paper Edition!,WW_b,Icon Games,Icon Games,,,,,,,,,,12/13/2010,,#VALUE!,,0,0,
Galaxy Fight,PSN_b,Sony Computer Entertainment,SunSoft,,,,,,,,,,12/14/2010,,#VALUE!,,0,0,
I Must Run!,PSN_b,Gamelion Studios,Gamelion Studios,,6,,,,,,,,12/14/2010,,#VALUE!,,0,0,
Marvel Pinball,PSN_b,Zen Studios,Zen Studios,,,,,,,,,,12/14/2010,,#VALUE!,,0,0,
Neverwinter Nights 2 Platinum,PC_b,Atari,Obsidian Entertainment,,,,,,,,,,12/14/2010,,#VALUE!,,0,0,
Pier Solar and the Great Architects,GEN_b,WaterMelon,WaterMelon Development,,,,,,,,,,12/14/2010,,#VALUE!,,0,0,
Prince of Persia: Warrior Within HD,PSN_b,Ubisoft,Ubisoft Montreal,,,,,,,,,,12/14/2010,,#VALUE!,,0,0,
Sackboy's Prehistoric Moves,PSN_b,Sony Computer Entertainment,XDev,6,6.7,,,,,,,,12/14/2010,,#VALUE!,,0,0,
Shooting Models,XBL_b,Microsoft,Silver Dollar Games,,,,,,,,,,12/14/2010,3/3/2020,#VALUE!,,0,0,
Soulcaster II,XBL_b,Microsoft,MagicalTimeBean,,,,,,,,,,12/14/2010,,#VALUE!,,0,0,
Star Wars: The Force Unleashed II - Endor Bonus Mission,XBL_b,LucasArts,LucasArts,,6,,,,,,,,12/14/2010,,#VALUE!,,0,0,
Star Wars: The Force Unleashed II - Endor Bonus Mission,PSN_b,LucasArts,LucasArts,,,,,,,,,,12/14/2010,,#VALUE!,,0,0,
X-Men Arcade,PSN_b,Konami,Backbone Entertainment,,7.6,,,,,,,,12/14/2010,,#VALUE!,,0,0,
Zuma Blitz,BRW_b,PopCap Games,Unknown,,,,,,,,,,12/14/2010,,#VALUE!,,0,0,
[Prototype],PSN_b,Activision,Radical Entertainment,,7.8,,,,,,,,12/14/2010,,#VALUE!,,0,0,
Sniper Elite,Wii_b,Reef Entertainment,Reef Entertainment,,,,,0.11m,0.07m,0.02m,,0.01m,12/14/2010,,0.11,,0.11,0.11,
A.R.E.S. Extinction Agenda,PC_b,Extend Studio,ORiGO Games,,6.8,,0.11m,,,,,,12/14/2010,,#VALUE!,,0,0,
Battlefield: Bad Company 2,XBL_b,Electronic Arts,EA Digital Illusions CE,,,,,,,,,,12/14/2010,,#VALUE!,,0,0,
Europa Universalis III: Divine Wind,PC_b,Paradox Interactive,Paradox Interactive,,,,,,,,,,12/14/2010,,#VALUE!,,0,0,
Mugen Senshi Valis,PSN_b,Hudson Soft,Nippon Telenet,,,,,,,,,,12/15/2010,,#VALUE!,,0,0,
Omikoshi Wars,DSiW_b,Tom Create,Tom Create,,,,,,,,,,12/15/2010,,#VALUE!,,0,0,
Quake Arena Arcade,XBL_b,Bethesda Softworks,id Software,,7.1,,,,,,,,12/15/2010,,#VALUE!,,0,0,
Sokuren Keisan: Shougaku 5 Nensei,DSiW_b,IE Institute,Mechanic Arms,,,,,,,,,,12/15/2010,,#VALUE!,,0,0,
The Path of Go,XBL_b,Microsoft,Microsoft Research,,,,,,,,,,12/15/2010,,#VALUE!,,0,0,
Toy Stunt Bike,XBL_b,Microsoft,Raoghard,,,,,,,,,,12/15/2010,,#VALUE!,,0,0,
X-Men Arcade,XBL_b,Konami,Backbone Entertainment,,7.3,,,,,,,,12/15/2010,,#VALUE!,,0,0,
Benkei Gaiden,PSN_b,Hudson Soft,SunSoft,,,,,,,,,,12/15/2010,,#VALUE!,,0,0,
Chara Pasha! Kikansha Thomas,DSiW_b,Unknown,Nippon Columbia,,,,,,,,,,12/15/2010,,#VALUE!,,0,0,
Cho Aniki (PCE),PSN_b,Hudson Soft,NCS,,,,,,,,,,12/15/2010,,#VALUE!,,0,0,
Super Street Fighter IV: Arcade Edition,All_b,Capcom,Dimps Corporation,,,,1.20m,,,,,,12/16/2010,5/18/2022,#VALUE!,,0,0,
Kanuchi: Futatsu no Tsubasa,PSP_b,Idea Factory,Idea Factory,,,,,,,,,,12/16/2010,,#VALUE!,,0,0,
radiangames Crossfire 2,XBL_b,Microsoft,radiangames,,,,,,,,,,12/16/2010,,#VALUE!,,0,0,
Shining Hearts,PSN_b,Sega,Sega,,,,,,,,,,12/16/2010,,#VALUE!,,0,0,
Sid Meier's Civilization V - Double Civilization and Scenario Pack: Spain and Inca,PC_b,2K Games,Firaxis Games,,,,,,,,,,12/16/2010,,#VALUE!,,0,0,
Tears to Tiara Gaiden: Avalon no Nazo,PSP_b,Aqua Plus,Unknown,,,,,,,,,,12/16/2010,,#VALUE!,,0,0,
Tears to Tiara Gaiden: Avalon no Nazo Portable,PSP_b,Aquaplus,Aquaplus,,,,,,,,,,12/16/2010,,#VALUE!,,0,0,
The Legend of Heroes: Trails in the Sky Third Chapter,PSN_b,Falcom Corporation,Nihon Falcom Corporation,,,,,,,,,,12/16/2010,,#VALUE!,,0,0,
Vantage Master Portable,PSN_b,Falcom Corporation,Nihon Falcom Corporation,,,,,,,,,,12/16/2010,,#VALUE!,,0,0,
Inazuma Eleven 3: Sekai e no Chousen!! The Ogre,DS_b,Level 5,Level 5,,,,,0.47m,,,0.47m,,12/16/2010,,0.47,,0.47,0.47,
Shining Hearts,PSP_b,Sega,Sega,,,,,0.20m,,,0.20m,,12/16/2010,,0.20,,0.20,0.2,
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3_b,Alchemist,Alchemist,,,,,0.02m,,,0.02m,,12/16/2010,,0.02,,0.02,0.02,
Tantei Opera: Milky Holmes,PSP_b,Unknown,BushiRoad,,,,,0.02m,,,0.02m,,12/16/2010,,0.02,,0.02,0.02,
Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,DS_b,Alvion,Alvion Inc.,,,,,0.02m,,,0.02m,,12/16/2010,,0.02,,0.02,0.02,
Brandish: The Dark Revenant,PSN_b,Falcom Corporation,Nihon Falcom Corporation,,,,,,,,,,12/16/2010,,#VALUE!,,0,0,
Crimson Empire,PS2_b,Quinrose,QuinRose,,,,,,,,,,12/16/2010,,#VALUE!,,0,0,
Nobunaga no Yabou: Tendou with Power-Up Kit,PC_b,Tecmo Koei,Tecmo Koei Games,,,,,,,,,,12/17/2010,,#VALUE!,,0,0,
Victorian Mysteries: Woman in White,PC_b,eGames,Freeze Tag,,,,,0.01m,,0.01m,,0.00m,12/17/2010,,0.01,,0.01,0.01,
Family Quiz,Wii_b,7G//AMES,Funbox Media,,,,,0.00m,,0.00m,,0.00m,12/17/2010,,0.00,,0.00,0,
Biorhythm,DSiW_b,Cinemax,Cinemax,,,,,,,,,,12/17/2010,,#VALUE!,,0,0,
Aphelion Episode Two: Wings of Omega,XBL_b,Microsoft,lunatic studios,,,,,,,,,,12/19/2010,,#VALUE!,,0,0,
Frobot,WW_b,Unknown,Fugazo,,,,,,,,,,12/20/2010,,#VALUE!,,0,0,
INKUB,WW_b,Unknown,Cosmonaut Games,,,,,,,,,,12/20/2010,,#VALUE!,,0,0,
Just Sing! Christmas Vol. 2,DSiW_b,DTP Entertainment,Engine Software,,,,,,,,,,12/20/2010,,#VALUE!,,0,0,
Mario Party 2,VC_b,Nintendo,Hudson Soft,,,,,,,,,,12/20/2010,,#VALUE!,,0,0,
Oddworld: Stranger's Wrath,PC_b,Oddworld Inhabitants,Oddworld Inhabitants,,,,,,,,,,12/20/2010,,#VALUE!,,0,0,
Paul's Monster Adventure,DSiW_b,Agetec,ICM,,,,,,,,,,12/20/2010,,#VALUE!,,0,0,
Restaurant Story,And_b,TeamLava,Unknown,,,,,,,,,,12/20/2010,,#VALUE!,,0,0,
The Oddboxx,PC_b,Oddworld Inhabitants,Oddworld Inhabitants,,,,,,,,,,12/20/2010,,#VALUE!,,0,0,
Oddworld: Munch's Oddysee,PC_b,Oddworld Inhabitants,Oddworld Inhabitants,,,,0.11m,,,,,,12/20/2010,4/5/2019,#VALUE!,,0,0,
Bakery Story,And_b,TeamLava,Unknown,,,,,,,,,,12/20/2010,,#VALUE!,,0,0,
Cosmo Fighters,DSiW_b,Abylight,Abylight,,,,,,,,,,12/20/2010,,#VALUE!,,0,0,
Dragon's Lair II: Time Warp,DSiW_b,Digital Leisure Inc.,Digital Leisure Inc.,,,,,,,,,,12/20/2010,,#VALUE!,,0,0,
Forest Puzzle,PSN_b,IBA Group,IBA Group,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Front Mission 3,PSN_b,Square Enix,SquareSoft,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Jane's Hotel,PSN_b,Beatshapers,Beatshapers,5.9,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
League Bowling,PSN_b,SNK Playmore,SNK Corporation,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
MAG: Massive Action Game,PSN_b,Sony Computer Entertainment,Zipper Interactive,,7.4,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Magician Lord,PSN_b,SNK Playmore,ADK Corporation,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Metal Slug (NG),PSN_b,SNK Playmore,SNK Corporation,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Metal Slug (PSP),PSN_b,SNK Playmore,SNK Corporation,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
N.O.V.A.: Near Orbit Vanguard Alliance,PSN_b,Gameloft,Gameloft,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Prince of Persia: The Forgotten Sands,XBL_b,Ubisoft,Ubisoft Montreal,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Prince of Persia: The Two Thrones HD,PSN_b,Ubisoft,Ubisoft Montreal,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Red Dead Redemption,XBL_b,Rockstar Games,Rockstar San Diego,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
RISK: Factions,PSN_b,Electronic Arts,Stainless Games,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Samurai Shodown,PSN_b,SNK Playmore,SNK Corporation,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner,PSN_b,Telltale Games,Telltale Games,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Super Sidekicks,PSN_b,SNK Playmore,SNK Corporation,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
The King of Fighters '94,PSN_b,SNK Playmore,SNK Corporation,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
The Precursors,PC_b,Unknown,Deep Shadows,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Top Darts,PSN_b,Sony Computer Entertainment,Devil's Details,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
A Space Shooter for 2 Bucks!,PSN_b,Frima Studio,Frima Studio,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Alpha Mission II,PSN_b,SNK Playmore,SNK Corporation,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Art of Fighting,PSN_b,SNK Playmore,SNK Corporation,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Baseball Stars Professional,PSN_b,SNK Playmore,SNK Corporation,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Battlefield: Bad Company 2 Vietnam,PC_b,Electronic Arts,EA Digital Illusions CE,,8.5,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Battlefield: Bad Company 2 Vietnam,PSN_b,Electronic Arts,EA Digital Illusions CE,,8.3,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Battlefield: Bad Company 2 Vietnam,XBL_b,Electronic Arts,EA Digital Illusions CE,8.6,8.8,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Blokus,PSN_b,Gameloft,Gameloft,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Borderlands,PSN_b,2K Games,Gearbox Software,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Costume Quest: Grubbins on Ice,XBL_b,THQ,Double Fine Productions,,6.9,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Costume Quest: Grubbins on Ice,PSN_b,THQ,Double Fine Productions,,6.9,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Dr. MiniGames,PSN_b,StormBASIC,StormBasic Games,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Eat Them!,PSN_b,Sony Computer Entertainment,FluffyLogic,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
echochrome ii,PSN_b,Sony Computer Entertainment,SCE Japan Studio,,8,,,,,,,,12/21/2010,9/16/2018,#VALUE!,,0,0,
echochrome ii,PS3_b,Sony Computer Entertainment,SCE Japan Studio,,,,,,,,,,12/21/2010,9/16/2018,#VALUE!,,0,0,
Fallout: New Vegas - Dead Money,XBL_b,Bethesda Softworks,Obsidian Entertainment,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Fast Striker 1.5,DC_b,Unknown,NG:DEV.TEAM,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Fatal Fury,PSN_b,SNK Playmore,SNK Corporation,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Fatal Fury (PSP),PSN_b,SNK Playmore,SNK Corporation,,,,,,,,,,12/21/2010,,#VALUE!,,0,0,
Fruit Ninja,WinP_b,Halfbrick Studios,Unknown,,,,,,,,,,12/22/2010,,#VALUE!,,0,0,
Gotatsujin: Electro,PSN_b,ASK,ASK Corporation,,,,,,,,,,12/22/2010,,#VALUE!,,0,0,
Hajime no Ippo Portable: Victorious Spirits,PSN_b,Grand Prix Games,ESP Software,,,,,,,,,,12/22/2010,,#VALUE!,,0,0,
Lucky * Star: Ryouou Gakuen Outousai Portable,PSP_b,Kadokawa Shoten,Kadokawa Shoten,,,,,,,,,,12/22/2010,,#VALUE!,,0,0,
Mahjong Uranai Fortuna: Tsuki no Megami-tachi,PSN_b,Affect,Affect,,,,,,,,,,12/22/2010,,#VALUE!,,0,0,
Metamoru Panic: Doki Doki Youma Busters!!,PSN_b,Family Soft,Family Soft,,,,,,,,,,12/22/2010,,#VALUE!,,0,0,
Nobunaga no Yabou Online: Shinsei no Shou,PS3_b,Tecmo Koei,Tecmo Koei Games,,,,,,,,,,12/22/2010,,#VALUE!,,0,0,
Poker by Zynga,And_b,Zynga,Unknown,,,,,,,,,,12/22/2010,,#VALUE!,,0,0,
Sekai Saikyou Ginsei Igo: Hybrid Monte Carlo,PSN_b,SilverStar,SilverStarJapan,,,,,,,,,,12/22/2010,,#VALUE!,,0,0,
The Legend of Dragoon,PSN_b,Sony Computer Entertainment,SCEI,,,,,,,,,,12/22/2010,,#VALUE!,,0,0,
Yamasa Digi World: Tetra Master,PSN_b,Yamasa Entertainment,Yamasa Entertainment,,,,,,,,,,12/22/2010,,#VALUE!,,0,0,
Harukanaru Toki no Naka de 4: Aizouban,PSP_b,Tecmo Koei,Tecmo Koei Games,,,,,0.04m,,,0.04m,,12/22/2010,7/30/2018,0.04,,0.04,0.04,
Dennou Senki Virtual-On Force,X360_b,Sega,Hitmaker,,,,,0.03m,,,0.03m,,12/22/2010,,0.03,,0.03,0.03,
Starry * Sky: In Autumn - PSP Edition,PSP_b,Asgard,Asgard,,,,,0.03m,,,0.03m,,12/22/2010,,0.03,,0.03,0.03,
77: Beyond the Milky Way,PSP_b,GN Software,GN Software,,,,,,,,,,12/22/2010,,#VALUE!,,0,0,
@Simple DS Series Vol. 6: The Misshitsukara no Dasshutsu: s Sky Tower Hen,DSiW_b,D3 Publisher,Intense,,,,,,,,,,12/22/2010,,#VALUE!,,0,0,
A World of Keflings,XBL_b,NinjaBee,NinjaBee,,8,,,,,,,,12/22/2010,,#VALUE!,,0,0,
Akagawa Jirou: Majotachi no Nemuri: Fukkatsusai,PSN_b,Marvelous Interactive,Open Sesame,,,,,,,,,,12/22/2010,,#VALUE!,,0,0,
Anata no Kyuu o Check Kanken Mini Test,DSiW_b,IE Institute,IE Institute,,,,,,,,,,12/22/2010,,#VALUE!,,0,0,
Art Camion Sugorokuden,PSN_b,Affect,Affect,,,,,,,,,,12/22/2010,,#VALUE!,,0,0,
Atelier Deco la Dol: Lolita,DSiW_b,Starfish,Starfish SD,,,,,,,,,,12/22/2010,,#VALUE!,,0,0,
Back to the Future: The Game - Episode I: It's About Time,PC_b,Telltale Games,Telltale Games,8.6,,,,,,,,,12/22/2010,,#VALUE!,,0,0,
Bara no Ki Ni: Bara no Hansaku,PSP_b,Quinrose,QuinRose,,,,,,,,,,12/22/2010,,#VALUE!,,0,0,
Digital Glider Airman,PSN_b,ASK,ASK Corporation,,,,,,,,,,12/22/2010,,#VALUE!,,0,0,
Everybody's Stress Buster,PSN_b,Sony Computer Entertainment,SCEI,,,,,,,,,,12/22/2010,,#VALUE!,,0,0,
Togainu no Chi: True Blood Portable,PSP_b,Kadokawa Shoten,Nitroplus,,,,,,,,,,12/23/2010,,#VALUE!,,0,0,
Uta no * Prince-Sama: Amazing Aria,PSP_b,Broccoli,Broccoli,,,,,,,,,,12/23/2010,,#VALUE!,,0,0,
AKB1/48: Idol to Koishitara...,PSP_b,Namco Bandai,Bandai Namco Games,,,,0.40m,,,,,,12/23/2010,,#VALUE!,,0,0,
Momu-chan Diet Wii: Figurobics by Chon Dayon,Wii_b,Hudson Soft,IE Institute,,,,,0.09m,,,0.09m,,12/23/2010,,0.09,,0.09,0.09,
Back to the Future: The Game,PC_b,Telltale Games,Telltale Games,,8.1,,,0.00m,,0.00m,,0.00m,12/23/2010,4/23/2018,0.00,,0.00,0,
Crash Time 4: The Syndicate,PC_b,DTP Entertainment,Synetic,,,,,0.00m,,0.00m,,0.00m,12/23/2010,1/2/2019,0.00,,0.00,0,
Casino Nights,XBL_b,Microsoft,GZ Storm Games,,,,,,,,,,12/24/2010,,#VALUE!,,0,0,
Wings of Prey,PC_b,YuPlay,Gaijin Entertainment,,8.3,,0.16m,,,,,,12/25/2010,,#VALUE!,,0,0,
Revolver 360,XBL_b,Microsoft,Cross Eaglet,,,,,,,,,,12/26/2010,,#VALUE!,,0,0,
Awakening: Moonfell Wood,PC_b,Big Fish Games,Boomzap,,,,,,,,,,12/26/2010,,#VALUE!,,0,0,
G.G Series Z-ONE,DSiW_b,Genterprise,Suzak,,,,,,,,,,12/27/2010,,#VALUE!,,0,0,
Magical Drop III,VC_b,D4 Enterprise,Data East,,,,,,,,,,12/27/2010,,#VALUE!,,0,0,
Maids with Balloons,XBL_b,Microsoft,Jason Keiderling,,,,,,,,,,12/27/2010,,#VALUE!,,0,0,
Around the World,WW_b,Unknown,Wizarbox Studios,,,,,,,,,,12/27/2010,,#VALUE!,,0,0,
chick chick BOOM,WW_b,Unknown,Extra Toxic,,,,,,,,,,12/27/2010,,#VALUE!,,0,0,
Dead Rising 2: Case West,XBL_b,Capcom,Blue Castle Games,,7.6,,,,,,,,12/27/2010,,#VALUE!,,0,0,
DodoGo! Challenge,DSiW_b,Neko Entertainment,Alien After All,,,,,,,,,,12/27/2010,,#VALUE!,,0,0,
Fantasy Slots: Adventure Slots and Games,DSiW_b,Big John Games,Big John Games,,,,,,,,,,12/27/2010,,#VALUE!,,0,0,
Ghostbusters: The Video Game,XBL_b,Atari,Terminal Reality,,,,,,,,,,12/28/2010,,#VALUE!,,0,0,
Just Cause 2,XBL_b,Square Enix,Avalanche Studios,,,,,,,,,,12/28/2010,,#VALUE!,,0,0,
Kaeru Batake de Tsukamete: Natsu Senbokuryou Sansen!,PS2_b,Takuyo,Takuyo,,,,,,,,,,12/28/2010,,#VALUE!,,0,0,
Transformers: War for Cybertron,XBL_b,Activision,High Moon Studios,,,,,,,,,,12/28/2010,,#VALUE!,,0,0,
MicroBot,XBL_b,Electronic Arts,Naked Sky Entertainment,,6.4,,,,,,,,12/29/2010,,#VALUE!,,0,0,
Raskulls,XBL_b,Halfbrick Studios,Halfbrick Studios,,7.4,,,,,,,,12/29/2010,,#VALUE!,,0,0,
Milestone Shooting Collection 2,Wii_b,Milestone,MileStone Inc.,,,,,,,,,,12/30/2010,,#VALUE!,,0,0,
Vorpal,XBL_b,Microsoft,Abraham Morales,,,,,,,,,,12/30/2010,,#VALUE!,,0,0,
Cthulhu Saves the World,XBL_b,Microsoft,Zeboyd Games,,8,,,,,,,,12/30/2010,,#VALUE!,,0,0,
Ougon Musou Kyoku,PC_b,Unknown,07th Expansion,,,,,,,,,,12/31/2010,,#VALUE!,,0,0,
Wizard Apprentice,XBL_b,Microsoft,PlayItLoud,,,,,,,,,,1/1/2011,,#VALUE!,,0,0,
Ballistic Blast,PC_b,Unknown,unilever,,,,,,,,,,1/1/2011,,#VALUE!,,0,0,
Avatar Karting,XBL_b,Microsoft,Jujubee S.A.,,,,,,,,,,1/2/2011,,#VALUE!,,0,0,
Ghost Mania,WW_b,Legendo Entertainment,Legendo Entertainment,,,,,,,,,,1/3/2011,,#VALUE!,,0,0,
Music on: Drums,DSiW_b,Abylight,Abylight,,,,,,,,,,1/3/2011,,#VALUE!,,0,0,
Sneezies,WW_b,Chillingo,Chillingo,,,,,,,,,,1/3/2011,,#VALUE!,,0,0,
Trainz Simulator 2010: Engineers Edition - Duchess Set,PC_b,Unknown,N3VRF41L Publishing,,,,,,,,,,1/3/2011,,#VALUE!,,0,0,
Word Searcher II,DSiW_b,Digital Leisure Inc.,Digital Leisure Inc.,,,,,,,,,,1/3/2011,,#VALUE!,,0,0,
Alt-Play: Jason Rohrer Anthology,DSiW_b,Sabarasa Entertainment,Jason Rohrer,,,,,,,,,,1/3/2011,,#VALUE!,,0,0,
Hot Shots Shorties Blue,PSN_b,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,,1/4/2011,,#VALUE!,,0,0,
Hot Shots Shorties Green,PSN_b,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,,1/4/2011,,#VALUE!,,0,0,
Hot Shots Shorties Red,PSN_b,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,,1/4/2011,,#VALUE!,,0,0,
Hot Shots Shorties Yellow,PSN_b,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,,1/4/2011,,#VALUE!,,0,0,
