Game,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,Stripped Sales,,No errors,Number Conversion,Total
Dungeon Adventure,XBL_b,Microsoft,UberGeekGames,,,,,,,,,,1/7/2010,,#VALUE!,,0,0,
Dungeon Explorer: Warriors of Ancient Arts,PSN_b,Hudson Soft,Hudson Soft,,6.1,,,,,,,,1/7/2010,,#VALUE!,,0,0,
BlazBlue: Continuum Shift - Valkenhayn R. Hellsing,XBL_b,Aksys Games,Arc System Works,,,,,,,,,,1/10/2010,,#VALUE!,,0,0,
VVVVVV,PC_b,Terry Cavanagh,Terry Cavanagh,,7.8,,0.76m,,,,,,1/11/2010,,#VALUE!,,0,0,
Jazzy Billiards,DSiW_b,Aksys Games,Arc System Works,,,,,,,,,,1/11/2010,,#VALUE!,,0,0,
Phoenix Wright: Ace Attorney,WW_b,Capcom,Capcom,,6.7,,,,,,,,1/11/2010,,#VALUE!,,0,0,
ShadowPlay,WW_b,Deep Fried Entertainment,Deep Fried Entertainment,,,,,,,,,,1/11/2010,,#VALUE!,,0,0,
Shanghai II: Dragon's Eye,VC_b,Sega,Genki,,,,,,,,,,1/11/2010,,#VALUE!,,0,0,
Touch Solitaire,DSiW_b,Nintendo,Nintendo,,,,,,,,,,1/11/2010,,#VALUE!,,0,0,
Word Searcher,DSiW_b,Digital Leisure Inc.,Digital Leisure Inc.,,,,,,,,,,1/11/2010,,#VALUE!,,0,0,
Chronos Twins DX,WW_b,Enjoy Gaming,EnjoyUp Games,,,,,,,,,,1/11/2010,,#VALUE!,,0,0,
Army of Two: The 40th Day,All_b,Electronic Arts,EA Montreal,,,,1.00m,,,,,,1/12/2010,10/15/2020,#VALUE!,,0,0,
Army of Two: The 40th Day,X360_b,Electronic Arts,EA Montreal,,7.1,,,0.99m,0.65m,0.24m,0.00m,0.09m,1/12/2010,,0.99,,0.99,0.99,
Army of Two: The 40th Day,PS3_b,Electronic Arts,EA Montreal,,7.1,,,0.85m,0.44m,0.27m,0.01m,0.13m,1/12/2010,,0.85,,0.85,0.85,
Parodius,VC_b,Konami,Konami,,,,,,,,,,1/12/2010,,#VALUE!,,0,0,
Princess Isabella: Return of the Curse,PC_b,Strategy First,Unknown,,,,,,,,,,1/12/2010,,#VALUE!,,0,0,
Princess Isabella: Return of the Curse,OSX_b,Strategy First,Unknown,,,,,,,,,,1/12/2010,,#VALUE!,,0,0,
Salamander (MSX),VC_b,Konami,Konami,,,,,,,,,,1/12/2010,,#VALUE!,,0,0,
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PC_b,Sega,Eurocom Entertainment Software,,5,,,,,,,,1/12/2010,,#VALUE!,,0,0,
Zero Gear,PC_b,Nimblebit,NimbleBit,,,,,,,,,,1/12/2010,,#VALUE!,,0,0,
Walk it Out!,Wii_b,Konami,Konami,,,,,0.44m,0.35m,0.06m,,0.03m,1/12/2010,,0.44,,0.44,0.44,
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3_b,Sega,Eurocom Entertainment Software,,,,,0.34m,0.09m,0.19m,,0.07m,1/12/2010,,0.34,,0.34,0.34,
Army of Two: The 40th Day,PSP_b,Electronic Arts,Buzz Monkey Software,,4.8,,,0.32m,0.12m,0.13m,,0.08m,1/12/2010,,0.32,,0.32,0.32,
Sands of Destruction,DS_b,Sega,imageepoch Inc.,,6.5,,,0.23m,0.09m,,0.13m,0.01m,1/12/2010,,0.23,,0.23,0.23,
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360_b,Sega,Eurocom Entertainment Software,,5,,,0.23m,0.08m,0.13m,,0.02m,1/12/2010,,0.23,,0.23,0.23,
Escape the Museum,DS_b,GameMill,Gogii Games,,,,,0.18m,0.04m,0.12m,,0.02m,1/12/2010,,0.18,,0.18,0.18,
The Sky Crawlers: Innocent Aces,Wii_b,Xseed Games,Project ACES,,7.3,,,0.12m,0.08m,0.02m,0.01m,0.01m,1/12/2010,,0.12,,0.12,0.12,
Daniel X: The Ultimate Power,DS_b,THQ,Griptonite Games,,,,,0.07m,0.06m,,,0.00m,1/12/2010,,0.07,,0.07,0.07,
Sleepover Party,Wii_b,Ubisoft,Ubisoft,,,,,0.04m,0.03m,0.00m,,0.00m,1/12/2010,,0.04,,0.04,0.04,
Jewel Quest Mysteries 2: Trail of the Midnight Heart,PC_b,iWin,Licensed 4U,,,,,0.00m,,0.00m,,0.00m,1/12/2010,,0.00,,0.00,0,
Genius Personal Eiwaraku Jiten,DSiW_b,Nintendo,Nintendo,,,,,,,,,,1/13/2010,,#VALUE!,,0,0,
Genius Personal Waeiraku Jiten,DSiW_b,Nintendo,Nintendo,,,,,,,,,,1/13/2010,,#VALUE!,,0,0,
Serious Sam HD: The First Encounter,XBL_b,Majesco,Croteam,,7,,,,,,,,1/13/2010,,#VALUE!,,0,0,
AI War: The Zenith Remnant,PC_b,"Arcen Games, LLC",Arcen Games,,,,,,,,,,1/13/2010,,#VALUE!,,0,0,
Artist ni Narou! Minna no Nurie Joukyuu-Hen,DSiW_b,Ertain,Ertain,,,,,,,,,,1/13/2010,,#VALUE!,,0,0,
Dragon Age Origins: Return to Ostagar,PC_b,Electronic Arts,BioWare Corp.,,6.3,,,,,,,,1/13/2010,,#VALUE!,,0,0,
Dragon Age Origins: Return to Ostagar,XBL_b,Electronic Arts,BioWare Corp.,,5.8,,,,,,,,1/13/2010,,#VALUE!,,0,0,
Dreams of Witchtown,XBL_b,Microsoft,Dip Slit,,,,,,,,,,1/13/2010,,#VALUE!,,0,0,
GREED - Black Border,PC_b,Meridian4,Headup Games / ClockStone Software,,,,,,,,,,1/14/2010,,#VALUE!,,0,0,
Luxor: The Wrath of Set,PSN_b,Mumbo Jumbo,MumboJumbo,,,,,,,,,,1/14/2010,,#VALUE!,,0,0,
Mahjong Haoh Battle Royale II,PSP_b,NCS,NCS,,,,,,,,,,1/14/2010,,#VALUE!,,0,0,
Maru Goukaku Shiraku Sashhu! IT Passport Shiken,DS_b,Media5,Media5,,,,,,,,,,1/14/2010,,#VALUE!,,0,0,
Takahashi Shoten Kanshuu: Saihinshutsu! SPI Perfect Mondaishuu DS 2011 Nendohan,DS_b,Genki,Genki,,,,,,,,,,1/14/2010,,#VALUE!,,0,0,
Army of Two: The 40th Day,PSN_b,Electronic Arts,Buzz Monkey Software,,4.8,,,,,,,,1/14/2010,,#VALUE!,,0,0,
Constructor,PSN_b,System 3 Arcade Software,System 3,,,,,,,,,,1/14/2010,,#VALUE!,,0,0,
Dynogems,PSN_b,StormBASIC,StormBasic Games,,,,,,,,,,1/14/2010,,#VALUE!,,0,0,
Aliens Versus Predator Classic 2000,PC_b,Fox Interactive,Rebellion Developments,,,,,,,,,,1/16/2010,,#VALUE!,,0,0,
Decimation X,XBL_b,Microsoft,Xona Games,,,,,,,,,,1/16/2010,,#VALUE!,,0,0,
Mahou Gousei Ya San no Mike,XBL_b,Microsoft,nakfiv,,,,,,,,,,1/18/2010,,#VALUE!,,0,0,
Me and My Dogs: Friends Forever,DSiW_b,Gameloft,Gameloft,,,,,,,,,,1/18/2010,,#VALUE!,,0,0,
Muscle March,WW_b,Namco Bandai,Bandai Namco Games,,6.6,,,,,,,,1/18/2010,,#VALUE!,,0,0,
Shadow Dancer: The Secret of Shinobi,VC_b,Sega,Sega,,,,,,,,,,1/18/2010,,#VALUE!,,0,0,
Starship Defense,DSiW_b,Nintendo,Q Games,,8.5,,,,,,,,1/18/2010,,#VALUE!,,0,0,
The Amazing Brain Train!,WW_b,Wahoo Studios,NinjaBee,,,,,,,,,,1/18/2010,,#VALUE!,,0,0,
Glory of Heracles,DS_b,Nintendo,Paon Corporation,6.4,6.8,,,0.29m,0.19m,,0.08m,0.02m,1/18/2010,,0.29,,0.29,0.29,
Chronos Twins,DSiW_b,Enjoy Gaming,EnjoyUp Games,,,,,,,,,,1/18/2010,,#VALUE!,,0,0,
Dark Void Zero,DSiW_b,Capcom,Other Ocean Interactive,5.3,8.5,,,,,,,,1/18/2010,,#VALUE!,,0,0,
Silent Hill: Shattered Memories,PS2_b,Konami,Climax Group,,8,,,0.59m,0.13m,0.22m,0.01m,0.23m,1/19/2010,,0.59,,0.59,0.59,
Dark Void,PS3_b,Capcom,Airtight Games,,6.1,,,0.35m,0.18m,0.12m,,0.05m,1/19/2010,,0.35,,0.35,0.35,
Dark Void,X360_b,Capcom,Airtight Games,,6.1,,,0.31m,0.19m,0.09m,,0.03m,1/19/2010,,0.31,,0.31,0.31,
Silent Hill: Shattered Memories,PSP_b,Konami,Climax Group,,7.8,,,0.31m,0.09m,0.13m,0.01m,0.07m,1/19/2010,,0.31,,0.31,0.31,
Pinball Hall of Fame: The Gottlieb Collection,Wii_b,Crave Entertainment,FarSight Studios,,,,,0.13m,0.12m,0.00m,,0.01m,1/19/2010,,0.13,,0.13,0.13,
Bejeweled Twist,DS_b,PopCap Games,Griptonite Games,,,,,0.10m,,0.08m,,0.01m,1/19/2010,,0.10,,0.10,0.1,
Dark Void,PC_b,Capcom,Airtight Games,,6.1,,,0.02m,,0.01m,,0.00m,1/19/2010,,0.02,,0.02,0.02,
Jambo! Safari Animal Rescue,DS_b,Sega,Full Fat,,,,,0.01m,0.01m,0.00m,,0.00m,1/19/2010,,0.01,,0.01,0.01,
Mole Control,PC_b,Blitz Game Studios,Remode,,,,,,,,,,1/20/2010,,#VALUE!,,0,0,
Nandoku 500 Kanji Word Puzzle,DSiW_b,IE Institute,IE Institute,,,,,,,,,,1/20/2010,,#VALUE!,,0,0,
Nari-Chara: Naruto Shippuden,DSiW_b,Takara Tomy,Takara Tomy,,,,,,,,,,1/20/2010,,#VALUE!,,0,0,
Renjuku Kanji Shougaku 2 Nensei,DSiW_b,IE Institute,IE Institute,,,,,,,,,,1/20/2010,,#VALUE!,,0,0,
Simplz: Zoo,PC_b,High Horse Entertainment,Reflexive Entertainment,,,,,,,,,,1/20/2010,,#VALUE!,,0,0,
Vandal Hearts: Flames of Judgment,XBL_b,Konami,Hijinx Studios,6.5,6.8,,,,,,,,1/20/2010,,#VALUE!,,0,0,
Atama o Yokusuru Anzan DS: Zou no Hana Fuusen,DSiW_b,Shingakusha,Shingakusha,,,,,,,,,,1/20/2010,,#VALUE!,,0,0,
Bonk 3: Bonk's Big Adventure,PSN_b,Hudson Soft,RED Company,,,,,,,,,,1/20/2010,,#VALUE!,,0,0,
Death By Cube,XBL_b,Square Enix,Premium Agency,,4.5,,,,,,,,1/20/2010,,#VALUE!,,0,0,
Honki de Manabu LEC de Goukakuru: Hishou Boki 3-Kyuu Portable,PSP_b,Square Enix,Square Enix,,,,,,,,,,1/21/2010,,#VALUE!,,0,0,
Honki de Manabu LEC de Goukakuru: Takuchi Tatemono Torihiki Shuninsha Portable,PSP_b,Square Enix,Square Enix,,,,,,,,,,1/21/2010,,#VALUE!,,0,0,
Shin Sengoku Tenkatouitsu: Gunyuu Tachi no Souran,DS_b,System Soft,System Soft,,,,,,,,,,1/21/2010,,#VALUE!,,0,0,
The History Channel: Great Battles of Rome,PSN_b,Slitherine Software,Slitherine Software,,,,,,,,,,1/21/2010,,#VALUE!,,0,0,
Vandal Hearts: Flames of Judgment,PSN_b,Konami,Hijinx Studios,6.5,6.9,,,,,,,,1/21/2010,,#VALUE!,,0,0,
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,PSP_b,Namco Bandai,WitchCraft,,,,,0.12m,,,0.12m,,1/21/2010,,0.12,,0.12,0.12,
Shin Sangoku Musou 5 Empires,PSP_b,KOEI,Koei,,,,,0.05m,,,0.05m,,1/21/2010,,0.05,,0.05,0.05,
Championship Bass,PSN_b,Sony Computer Entertainment,EA Seattle,,,,,,,,,,1/21/2010,,#VALUE!,,0,0,
Streets of Moscow,PC_b,1C Company,Gaijin Entertainment,,,,,,,,,,1/22/2010,,#VALUE!,,0,0,
Bob Came in Pieces,PC_b,Unknown,Ludosity Interactive,,,,,,,,,,1/22/2010,,#VALUE!,,0,0,
Classic Car Racing,PC_b,1C Company,X-Bow Software,,,,,,,,,,1/22/2010,,#VALUE!,,0,0,
Twin Sector,PC_b,Headup Games,DNS Development,,4.2,,,0.00m,0.00m,,,0.00m,1/23/2010,,0.00,,0.00,0,
Ghoul Patrol,VC_b,LucasArts,LucasArts,,,,,,,,,,1/25/2010,,#VALUE!,,0,0,
Number Battle,DSiW_b,Nintendo,Mitchell,,,,,,,,,,1/25/2010,,#VALUE!,,0,0,
UNO,WW_b,Gameloft,Gameloft,,,,,,,,,,1/25/2010,,#VALUE!,,0,0,
Playmobil Knights,DS_b,DreamCatcher Interactive,Morgen Studios,,,,,0.06m,0.04m,0.01m,,0.00m,1/25/2010,,0.06,,0.06,0.06,
Aha! I Found it! Hidden Object Game,WW_b,Ateam,Ateam,,,,,,,,,,1/25/2010,,#VALUE!,,0,0,
AiRace: Tunnel,DSiW_b,Qubic Games,No Way Studio,,,,,,,,,,1/25/2010,,#VALUE!,,0,0,
bittos+,WW_b,MACHINE Studios LLC,Unconditional Studios LLC,,,,,,,,,,1/25/2010,,#VALUE!,,0,0,
Escapee GO!,DSiW_b,Gevo Entertainment,Gevo Entertainment,,,,,,,,,,1/25/2010,,#VALUE!,,0,0,
Mass Effect 2,X360_b,Electronic Arts,BioWare Edmonton,9.5,9.5,8.9,,3.10m,1.99m,0.81m,0.03m,0.27m,1/26/2010,,3.10,,3.10,3.1,
MAG: Massive Action Game,PS3_b,Sony Computer Entertainment,Zipper Interactive,8.1,7.4,9.5,,1.32m,0.77m,0.30m,0.09m,0.16m,1/26/2010,,1.32,,1.32,1.32,
Grand Ages: Rome - Reign of Augustus,PC_b,Kalypso,Haemimont Games,,,,,,,,,,1/26/2010,,#VALUE!,,0,0,
Halo Wars,XBL_b,Microsoft Game Studios,Ensemble Studios,,,,,,,,,,1/26/2010,,#VALUE!,,0,0,
Janken Party Paradise,WW_b,Studio Zan,Studio Zan,,,,,,,,,,1/26/2010,,#VALUE!,,0,0,
Mass Effect 2: Normandy Crash Site,PC_b,Electronic Arts,BioWare Edmonton,,,,,,,,,,1/26/2010,,#VALUE!,,0,0,
Mass Effect 2: Normandy Crash Site,XBL_b,Electronic Arts,BioWare Edmonton,,,,,,,,,,1/26/2010,,#VALUE!,,0,0,
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii_b,Capcom,Eighting,,8.3,,,0.54m,0.30m,0.16m,0.03m,0.05m,1/26/2010,,0.54,,0.54,0.54,
No More Heroes 2: Desperate Struggle,Wii_b,Ubisoft,Grasshopper Manufacture,8.9,8.5,,,0.40m,0.20m,0.11m,0.04m,0.03m,1/26/2010,,0.40,,0.40,0.4,
Mass Effect 2,PC_b,Electronic Arts,BioWare Corp.,9.5,9.6,,,0.39m,0.01m,0.32m,,0.05m,1/26/2010,,0.39,,0.39,0.39,
Blood Bowl,X360_b,SouthPeak Interactive,Cyanide Studio,,6.4,,,0.17m,0.13m,0.02m,,0.01m,1/26/2010,,0.17,,0.17,0.17,
Shadow of Destiny,PSP_b,Konami,Konami,,6.8,,,0.11m,0.09m,,0.00m,0.02m,1/26/2010,,0.11,,0.11,0.11,
Blood Bowl,PC_b,SouthPeak Interactive,Cyanide Studio,,6.5,,,0.06m,0.04m,0.02m,,0.01m,1/26/2010,,0.06,,0.06,0.06,
Imagine: Party Planner,DS_b,Ubisoft,Ubisoft,,,,,0.05m,0.05m,0.00m,,0.00m,1/26/2010,,0.05,,0.05,0.05,
Marines: Modern Urban Combat,Wii_b,Destineer,Destineer,,,,,0.03m,0.03m,0.00m,,0.00m,1/26/2010,,0.03,,0.03,0.03,
Dead Rising,XBL_b,Capcom,Capcom Production Studio 1,,,,,,,,,,1/26/2010,,#VALUE!,,0,0,
KrissX,XBL_b,Microsoft,Regolith Games Ltd,,6.5,,,,,,,,1/27/2010,,#VALUE!,,0,0,
Mass Effect 2: The Price of Revenge,PC_b,Electronic Arts,BioWare Edmonton,,,,,,,,,,1/27/2010,,#VALUE!,,0,0,
Mass Effect 2: The Price of Revenge,XBL_b,Electronic Arts,BioWare Edmonton,,,,,,,,,,1/27/2010,,#VALUE!,,0,0,
Nari Kyara Katei Kyooshi Hitman REBORN!,DSiW_b,Takara Tomy,Takara-Tomy,,,,,,,,,,1/27/2010,,#VALUE!,,0,0,
Pinball FX: Excalibur,XBL_b,Microsoft,Zen Studios,,,,,,,,,,1/27/2010,,#VALUE!,,0,0,
StarCraft II: Wings of Liberty,OSX_b,Blizzard Entertainment,Unknown,,,,,,,,,,1/27/2010,,#VALUE!,,0,0,
Fast Food Panic,Wii_b,SouthPeak Interactive,Dorasu,,,,,0.06m,0.06m,,,0.00m,1/27/2010,,0.06,,0.06,0.06,
Hotel Giant 2,PC_b,Nobilis,Enlight Software,,,,,0.03m,,0.03m,,0.00m,1/27/2010,,0.03,,0.03,0.03,
ACT Series: Tango Choo Nichi Ei Hen,DSiW_b,Digital Media Lab,Digital Media Lab,,,,,,,,,,1/27/2010,,#VALUE!,,0,0,
ACT Series: Tango Choo Nichi Kan Hen,DSiW_b,Digital Media Lab,Digital Media Lab,,,,,,,,,,1/27/2010,,#VALUE!,,0,0,
Flower Shop: Summer In Fairbrook,OSX_b,Winter Wolves Studio,Unknown,,,,,,,,,,1/28/2010,,#VALUE!,,0,0,
Flower Shop: Summer In Fairbrook,PC_b,Winter Wolves Studio,Unknown,,,,,,,,,,1/28/2010,,#VALUE!,,0,0,
Game Book DS: Koukaku no Regios,DS_b,Broccoli,Broccoli,,,,,,,,,,1/28/2010,,#VALUE!,,0,0,
Hi-Octane: The Track Fights Back!,PSN_b,Sony Computer Entertainment,Bullfrog Productions,,,,,,,,,,1/28/2010,,#VALUE!,,0,0,
Hustle Kings,PSN_b,Sony Computer Entertainment,VooFoo Studios,8.5,8.5,,,,,,,,1/28/2010,9/25/2018,#VALUE!,,0,0,
Loopop Cube: Loop â˜… Salad Portable: Matatabi,PSP_b,Dimple Entertainment,Dimple Entertainment,,,,,,,,,,1/28/2010,,#VALUE!,,0,0,
Mirai Nikki: 13 Hitome no Nikki Shoyuusha,PSP_b,Kadokawa Shoten,Kadokawa Shoten,,,,,,,,,,1/28/2010,,#VALUE!,,0,0,
Mytran Wars,PSN_b,Koch Media,Stormregion,,,,,,,,,,1/28/2010,,#VALUE!,,0,0,
Pinball Dreams,PSN_b,Cowboy Rodeo,Rebellion Developments,,,,,,,,,,1/28/2010,,#VALUE!,,0,0,
Route 66,PSN_b,Gamehastra,GameShastra,6.8,,,,,,,,,1/28/2010,,#VALUE!,,0,0,
Shogi World Champion: Gekisashi DS,DS_b,Mycom,NCS,,,,,,,,,,1/28/2010,,#VALUE!,,0,0,
Silent Hill: Shattered Memories,PSN_b,Konami,Climax Group,,,,,,,,,,1/28/2010,,#VALUE!,,0,0,
Tenchu Kurenai Portable,PSP_b,From Software,From Software,,,,,,,,,,1/28/2010,,#VALUE!,,0,0,
The Legend of Vraz,PC_b,Zatun,ABHIVAV,,,,,,,,,,1/28/2010,,#VALUE!,,0,0,
Thexder NEO,PSN_b,Square Enix,Square Enix,,,,,,,,,,1/28/2010,,#VALUE!,,0,0,
Uncharted 2: Among Thieves PlayStation Heroes Pack,PSN_b,Sony Computer Entertainment,Naughty Dog,,,,,,,,,,1/28/2010,9/24/2018,#VALUE!,,0,0,
Valhalla Knights 2: Battle Stance,PSN_b,Xseed Games,K2,,,,,,,,,,1/28/2010,,#VALUE!,,0,0,
WonderKing,PC_b,Unknown,NDoors Interactive,,,,,,,,,,1/28/2010,,#VALUE!,,0,0,
Machi-Ing Maker 3 x Tousouchuu,PSP_b,D3 Publisher,"Indi Software Co., Ltd.",,,,,0.10m,,,0.10m,,1/28/2010,,0.10,,0.10,0.1,
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP_b,Spike,ChunSoft,,,,,0.05m,,,0.05m,,1/28/2010,,0.05,,0.05,0.05,
Princess Saver! Eternal Love for My Lady,PS2_b,Comfort,Ricotta,,,,,0.02m,,,0.02m,,1/28/2010,,0.02,,0.02,0.02,
Livly Garden,DS_b,Marvelous Interactive,Marvelous Interactive,,,,,0.02m,,,0.02m,,1/28/2010,,0.02,,0.02,0.02,
11eyes: CrossOver,PSP_b,5pb,Genterprise,,,,,0.02m,,,0.02m,,1/28/2010,,0.02,,0.02,0.02,
Arcobaleno! Portable,PSP_b,Idea Factory,Idea Factory,,,,,,,,,,1/28/2010,,#VALUE!,,0,0,
Assassin's Creed II: Battle of ForlÃ¬,XBL_b,Ubisoft,Ubisoft Montreal,7.5,6.2,,,,,,,,1/28/2010,,#VALUE!,,0,0,
Assassin's Creed II: Battle of ForlÃ¬,PSN_b,Ubisoft,Ubisoft Montreal,7.5,7.4,,,,,,,,1/28/2010,,#VALUE!,,0,0,
