Game,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,Stripped Sales,,No errors,Number Conversion,Total
Plus Plum 2 Again,PS2_b,Takuyo,Takuyo,,,,,,,,,,5/18/2006,,#VALUE!,,0,0,
Calcio Bit,GBA_b,Nintendo,ParityBit,,,,,0.03m,,,0.03m,0.00m,5/18/2006,,0.03,,0.03,0.03,
BeatMania IIDX 11: IIDX Red,PS2_b,Konami,Konami,,,,,0.02m,,,0.02m,,5/18/2006,,0.02,,0.02,0.02,
Animal Yokochou: Doki*Doki Shinkyuu Shiken! no Kan,GBA_b,Konami,Konami,,,,,,,,,,5/18/2006,,#VALUE!,,0,0,
Heroes of Might and Magic Complete Edition,PC_b,Ubisoft,Ubisoft,,,,,,,,,,5/19/2006,,#VALUE!,,0,0,
The Da Vinci Code,PC_b,2K Games,Double Helix Games,,,,,,,,,,5/19/2006,,#VALUE!,,0,0,
Valis X: Valna - Haha to Musume no Kunou,PC_b,Unknown,Eants,,,,,,,,,,5/19/2006,,#VALUE!,,0,0,
Puyo Pop Fever,PSP_b,Ignition Entertainment,Sonic Team,,,,,0.04m,,,0.04m,,5/19/2006,,0.04,,0.04,0.04,
The Da Vinci Code,XB_b,2K Games,Double Helix Games,,,,,0.04m,0.03m,0.01m,,0.00m,5/19/2006,,0.04,,0.04,0.04,
Rockstar Games presents Table Tennis,X360_b,Rockstar Games,Rockstar San Diego,,8.1,,,0.75m,0.28m,0.38m,,0.08m,5/22/2006,,0.75,,0.75,0.75,
FIFA World Cup Germany 2006,PSP_b,EA Sports,EA Canada,,6.5,,,0.11m,0.10m,,,0.01m,5/22/2006,,0.11,,0.11,0.11,
Zoo Tycoon 2: African Adventure,PC_b,Microsoft Game Studios,Blue Fang Games,,4,,,0.00m,0.00m,,,0.00m,5/22/2006,,0.00,,0.00,0,
Monster Hunter Freedom,PSP_b,Capcom,Capcom,,7,,1.30m,,,,,,5/23/2006,,#VALUE!,,0,0,
Lemmings,PSP_b,Sony Computer Entertainment,Team17 Software,,7.3,,,0.86m,0.12m,0.52m,,0.23m,5/23/2006,,0.86,,0.86,0.86,
Monster Hunter,PSP_b,Capcom,Unknown,,,,,,,,,,5/23/2006,,#VALUE!,,0,0,
Jaws Unleashed,PS2_b,Majesco,Appaloosa Interactive,,,,,0.60m,0.50m,0.02m,,0.08m,5/23/2006,,0.60,,0.60,0.6,
Field Commander,PSP_b,Sony Online Entertainment,Sony Online Entertainment,,7.7,,,0.16m,0.14m,0.00m,,0.01m,5/23/2006,,0.16,,0.16,0.16,
Jaws Unleashed,XB_b,Majesco,Appaloosa Interactive,,,,,0.15m,0.11m,0.03m,,0.01m,5/23/2006,,0.15,,0.15,0.15,
Rogue Trooper,PS2_b,Eidos Interactive,Rebellion Developments,,,,,0.04m,0.02m,0.02m,,0.01m,5/23/2006,,0.04,,0.04,0.04,
Steambot Chronicles,PS2_b,Atlus,Irem Software Engineering,,7.2,,,0.04m,0.02m,0.01m,,0.00m,5/23/2006,,0.04,,0.04,0.04,
Rogue Trooper,XB_b,Eidos Interactive,Rebellion Developments,,,,,0.02m,0.01m,0.00m,,0.00m,5/23/2006,,0.02,,0.02,0.02,
Rogue Trooper,PC_b,Eidos Interactive,Rebellion Developments,,,,,0.00m,,0.00m,,0.00m,5/23/2006,,0.00,,0.00,0,
Wings Over Europe,PC_b,Strategy First,Unknown,,,,,,,,,,5/24/2006,,#VALUE!,,0,0,
Heroes of Might and Magic V,PC_b,Ubisoft,Nival Interactive,,,,0.35m,,,,,,5/24/2006,,#VALUE!,,0,0,
Teen Titans,GC_b,THQ,A2M,,6.3,,,0.33m,0.25m,0.07m,,0.01m,5/24/2006,,0.33,,0.33,0.33,
Teen Titans,PS2_b,THQ,A2M,,6.6,,,0.25m,0.12m,0.10m,,0.03m,5/24/2006,,0.25,,0.25,0.25,
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 4: CR Ashita Gaarusa Yoshimoto World,PS2_b,D3 Publisher,Bisty,,,,,,,,,,5/25/2006,,#VALUE!,,0,0,
Mystereet Fan Disc: Detective Vacation,PC_b,Abel,Abel Software,,,,,,,,,,5/25/2006,,#VALUE!,,0,0,
Oretachi Game Center Zoku: Contra,PS2_b,Hamster Corporation,Hamster Corporation,,,,,,,,,,5/25/2006,,#VALUE!,,0,0,
Oretachi Game Center: Akumajou Dracula,PS2_b,Konami,Hamster Corporation,,,,,,,,,,5/25/2006,,#VALUE!,,0,0,
Oretachi Game Center: Pooyan,PS2_b,Hamster Corporation,Hamster Corporation,,,,,,,,,,5/25/2006,,#VALUE!,,0,0,
Radirgy Generic,GC_b,Milestone,MileStone Inc.,,,,,,,,,,5/25/2006,,#VALUE!,,0,0,
Radirgy Precious,PS2_b,Milestone,MileStone Inc.,,,,,,,,,,5/25/2006,,#VALUE!,,0,0,
Soshite Kono Uchuu ni Kirameku Kimi no Uta,PS2_b,Datam Polystar,Datam Polystar,,,,,,,,,,5/25/2006,,#VALUE!,,0,0,
Space Cowboy Online,PC_b,Wicked Interactive,Masang Soft,,,,,,,,,,5/25/2006,,#VALUE!,,0,0,
Dragon Quest & Final Fantasy in Itadaki Street Special,PSP_b,Square Enix,Unknown,,,,0.12m,,,,,,5/25/2006,,#VALUE!,,0,0,
Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP_b,Square Enix,Square Enix,,,,,0.11m,,,0.11m,,5/25/2006,,0.11,,0.11,0.11,
Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,PSP_b,Sega,Sega,,,,,0.09m,,,0.09m,,5/25/2006,,0.09,,0.09,0.09,
Dino Master: Dig Discover Duel,DS_b,Majesco,Creative Office,,2.5,,,0.07m,0.06m,0.00m,,0.00m,5/25/2006,,0.07,,0.07,0.07,
KimiKiss,PS2_b,Enterbrain,Enterbrain,,,,,0.06m,,,0.06m,,5/25/2006,,0.06,,0.06,0.06,
Mawashite Tsunageru Touch Panic,DS_b,Nintendo,Aki Corporation,,,,,0.05m,,,0.05m,,5/25/2006,,0.05,,0.05,0.05,
Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,DS_b,D3 Publisher,Tomcat System,,,,,0.03m,,,0.03m,,5/25/2006,,0.03,,0.03,0.03,
Tsuyo Kiss: Mighty Heart,PS2_b,Princess Soft,Princess Soft,,,,,0.03m,,,0.03m,,5/25/2006,,0.03,,0.03,0.03,
Magna Carta Portable,PSP_b,Banpresto,SoftMax,,,,,0.03m,,,0.03m,,5/25/2006,,0.03,,0.03,0.03,
Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2_b,Namco Bandai,Digifloyd,,,,,0.02m,,,0.02m,,5/25/2006,,0.02,,0.02,0.02,
Kamaitachi no Yoru 2: Tokubetsu Hen,PSP_b,ChunSoft,ChunSoft,,,,,0.01m,,,0.01m,,5/25/2006,,0.01,,0.01,0.01,
Mystereet,PS2_b,Yeti,Abel Software,,,,,0.01m,,,0.01m,,5/25/2006,,0.01,,0.01,0.01,
Sugar Sugar Rune: Queen Shiken wa Dai Panic,DS_b,Bandai,Bandai Namco Games,,,,,0.01m,,,0.01m,,5/25/2006,,0.01,,0.01,0.01,
Caribbean Mah Jong,PC_b,GameHouse,GameHouse,,,,,,,,,,5/25/2006,,#VALUE!,,0,0,
Daisenryaku DS,DS_b,Genki,Genki,,,,,,,,,,5/25/2006,,#VALUE!,,0,0,
Samurai Shodown V,PS2_b,Ignition Entertainment,Yuki Enterprise,,,,,,,,,,5/26/2006,,#VALUE!,,0,0,
Evolution GT,PC_b,Black Bean Games,MileStone Inc.,,,,,0.00m,,0.00m,,0.00m,5/26/2006,,0.00,,0.00,0,
D.C. II: Da Capo II,PC_b,Circus,Circus,,,,,,,,,,5/26/2006,,#VALUE!,,0,0,
Soldier Elite,PC_b,DreamCatcher Interactive,Metropolis Software,,,,,,,,,,5/29/2006,,#VALUE!,,0,0,
Hitman: Blood Money,All_b,Eidos Interactive,IO Interactive,,,,2.10m,,,,,,5/30/2006,10/26/2020,#VALUE!,,0,0,
Miss Spider's Sunny Patch Friends: Harvest Time Hop and Fly,DS_b,Game Factory,Shin'en,,,,,,,,,,5/30/2006,,#VALUE!,,0,0,
Stacked with Daniel Negreanu,PC_b,Myelin Media,5000ft,,,,,,,,,,5/30/2006,,#VALUE!,,0,0,
Hitman: Blood Money,PS2_b,Eidos Interactive,IO Interactive,,8.2,,,0.50m,0.25m,0.19m,,0.06m,5/30/2006,,0.50,,0.50,0.5,
Hitman: Blood Money,X360_b,Eidos Interactive,IO Interactive,,8.1,,,0.39m,0.29m,0.06m,0.01m,0.03m,5/30/2006,,0.39,,0.39,0.39,
Hitman: Blood Money,XB_b,Eidos Interactive,IO Interactive,,8.1,,,0.14m,0.11m,0.03m,,0.01m,5/30/2006,,0.14,,0.14,0.14,
Hitman: Blood Money,PC_b,Eidos Interactive,IO Interactive,,8,,,0.03m,,0.03m,,0.00m,5/30/2006,,0.03,,0.03,0.03,
Stacked with Daniel Negreanu,XB_b,Myelin Media,5000ft,,,,,0.03m,0.02m,0.01m,,0.00m,5/30/2006,,0.03,,0.03,0.03,
Act of War: High Treason,PC_b,Atari,Eugen Systems,,6.8,,,0.00m,,0.00m,,0.00m,5/30/2006,,0.00,,0.00,0,
Out of the Park Baseball Manager 2006,PC_b,Sports Interactive,Out of the Park Developments,,,,,,,,,,5/31/2006,,#VALUE!,,0,0,
Stacked with Daniel Negreanu,PS2_b,Myelin Media,5000ft,,,,,0.07m,0.04m,0.03m,,0.01m,5/31/2006,,0.07,,0.07,0.07,
Billy Hatcher and the Giant Egg,PC_b,Sega,Sonic Team,,,,,0.00m,,0.00m,,,5/31/2006,,0.00,,0.00,0,
Half-Life 2: Episode One,PC_b,Electronic Arts,Valve Software,,8.7,,3.92m,,,,,,6/1/2006,,#VALUE!,,0,0,
Half-Life 2: Episode One,OSX_b,Valve Corporation,Unknown,,,,,,,,,,6/1/2006,,#VALUE!,,0,0,
Kanji no Wataridori,DS_b,Success,Success,,,,,,,,,,6/1/2006,,#VALUE!,,0,0,
Search & Destroy,PS2_b,Phoenix Games,Phoenix Games,,,,,,,,,,6/1/2006,,#VALUE!,,0,0,
Sunrise Eiyuutan 3,PS2_b,Sunrise Interactive,ITL,,,,,,,,,,6/1/2006,,#VALUE!,,0,0,
Cossacks II Battle for Europe,PC_b,GSC Game World,GSC Game World,,,7.5,,,,,,,6/1/2006,3/1/2018,#VALUE!,,0,0,
Big Brain Academy,Series_b,Nintendo,Nintendo,,,,11.43m,,,,,,6/5/2006,3/23/2020,#VALUE!,,0,0,
Big Brain Academy,DS_b,Nintendo,Nintendo EAD,,7.7,,6.15m,,,,,,6/5/2006,,#VALUE!,,0,0,
MLB SlugFest 2006,PS2_b,Midway Games,Blue Shift,,,,,0.26m,0.13m,0.10m,,0.03m,6/5/2006,,0.26,,0.26,0.26,
Magnetica,DS_b,Nintendo,Mitchell,,,,,0.14m,0.08m,0.01m,0.03m,0.01m,6/5/2006,,0.14,,0.14,0.14,
MLB SlugFest 2006,XB_b,Midway Games,Blue Shift,,,,,0.05m,0.04m,0.01m,,0.00m,6/5/2006,,0.05,,0.05,0.05,
Cars,All_b,THQ,Rainbow Studios,,,,8.00m,,,,,,6/6/2006,2/27/2021,#VALUE!,,0,0,
Grand Theft Auto: Liberty City Stories,PS2_b,Rockstar Games,Rockstar Leeds,,8.3,,,3.54m,1.56m,1.40m,0.07m,0.50m,6/6/2006,,3.54,,3.54,3.54,
Cars,PS2_b,THQ,Rainbow Studios,,,,,1.21m,1.01m,0.04m,,0.16m,6/6/2006,,1.21,,1.21,1.21,
Cars,PSP_b,THQ,Locomotive Games,,7.4,,,1.21m,0.72m,0.28m,,0.20m,6/6/2006,,1.21,,1.21,1.21,
Cars,GBA_b,THQ,Helixe,,4.5,,,1.13m,0.81m,0.30m,,0.02m,6/6/2006,,1.13,,1.13,1.13,
Cars,DS_b,THQ,Helixe,,,,,0.97m,0.85m,0.05m,,0.07m,6/6/2006,,0.97,,0.97,0.97,
Cars,GC_b,THQ,Rainbow Studios,,7.6,,,0.93m,0.72m,0.19m,,0.03m,6/6/2006,,0.93,,0.93,0.93,
The Movies: Stunts & Effects,PC_b,Activision,Lionhead Studios,,7.9,,,,,,,,6/6/2006,,#VALUE!,,0,0,
And1 Streetball,PS2_b,Ubisoft,Black Ops Entertainment,,,,,0.27m,0.13m,0.10m,,0.03m,6/6/2006,,0.27,,0.27,0.27,
Cars,XB_b,THQ,Rainbow Studios,,,,,0.20m,0.15m,0.04m,,0.01m,6/6/2006,,0.20,,0.20,0.2,
And1 Streetball,XB_b,Ubisoft,Unknown,,,,,0.07m,0.06m,0.02m,,0.00m,6/6/2006,,0.07,,0.07,0.07,
Gradius Collection,PSP_b,Konami,Konami,,,,,0.06m,0.04m,0.00m,0.02m,0.00m,6/6/2006,,0.06,,0.06,0.06,
Dragon Ball: Advanced Adventure,GBA_b,Atari,Dimps Corporation,,7.7,,,0.04m,0.03m,0.01m,,0.00m,6/6/2006,,0.04,,0.04,0.04,
Astonishia Story,PSP_b,Ubisoft,Sonnori,,4.8,,,0.03m,0.03m,0.00m,,0.00m,6/6/2006,,0.03,,0.03,0.03,
Race Driver 2006,PSP_b,Codemasters,Sumo Digital,,,,,0.03m,0.03m,,,0.00m,6/6/2006,,0.03,,0.03,0.03,
Teenage Mutant Ninja Turtles Double Pack,GBA_b,Konami,Konami,,,,,0.02m,0.01m,0.00m,,0.00m,6/6/2006,,0.02,,0.02,0.02,
Cars,PC_b,THQ,Beenox,,,,,,,,,,6/6/2006,,#VALUE!,,0,0,
Cars: Radiator Springs Adventure,PC_b,THQ,Beenox,,,,,,,,,,6/6/2006,,#VALUE!,,0,0,
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,PS2_b,D3 Publisher,Bisty,,,,,0.19m,,,0.19m,,6/8/2006,,0.19,,0.19,0.19,
Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,PSP_b,Daito,Daito,,,,,0.03m,,,0.03m,,6/8/2006,,0.03,,0.03,0.03,
Baldur's Gate: 4 in 1 Boxset,PC_b,Atari,BioWare Corporation,,,,,,,,,,6/8/2006,,#VALUE!,,0,0,
Sensible Soccer 2006,PC_b,Codemasters,Kuju Entertainment,,,,,,,,,,6/9/2006,,#VALUE!,,0,0,
Sensible Soccer 2006,PS2_b,Codemasters,Kuju Entertainment,,,,,,,,,,6/9/2006,,#VALUE!,,0,0,
Sensible Soccer 2006,XB_b,Codemasters,Kuju Entertainment,,,,,,,,,,6/9/2006,,#VALUE!,,0,0,
Star Defender 3,OSX_b,Big Fish Games,AWEM Studio,,,,,,,,,,6/9/2006,,#VALUE!,,0,0,
Star Defender 3,PC_b,Big Fish Games,AWEM Studio,,,,,,,,,,6/9/2006,,#VALUE!,,0,0,
Puzzle Challenge: Crosswords and More!,PSP_b,Crave Entertainment,Supersonic Software,,6.4,,,0.20m,0.18m,,,0.01m,6/9/2006,,0.20,,0.20,0.2,
Puzzle Challenge: Crosswords and More!,PS2_b,Crave Entertainment,Supersonic Software,,,,,0.02m,0.01m,0.01m,,0.00m,6/9/2006,,0.02,,0.02,0.02,
IHRA Drag Racing: Sportsman Edition,PC_b,Bethesda Softworks,Bethesda Softworks,,,,,,,,,,6/12/2006,,#VALUE!,,0,0,
Major League Baseball 2K6,GC_b,2K Sports,Kush Games,,6.2,,,0.17m,0.13m,0.03m,,0.00m,6/12/2006,,0.17,,0.17,0.17,
MotoGP '06,X360_b,THQ,Climax Studios,,8.3,,,0.14m,0.11m,0.01m,,0.01m,6/12/2006,,0.14,,0.14,0.14,
Rise & Fall: Civilizations at War,PC_b,Midway Games,Midway,,,,,0.00m,,0.00m,,0.00m,6/12/2006,,0.00,,0.00,0,
Rush for Berlin,PC_b,Paradox Interactive,Stormregion,,,,,0.00m,,0.00m,,0.00m,6/12/2006,,0.00,,0.00,0,
Backyard Sports Baseball 2007,GBA_b,Atari,Humongous Entertainment / Game Brains,,,,,,,,,,6/12/2006,,#VALUE!,,0,0,
Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA_b,Capcom,Capcom,,,,,0.76m,0.09m,0.03m,0.62m,0.02m,6/13/2006,,0.76,,0.76,0.76,
Street Fighter Alpha Anthology,PS2_b,Capcom,Capcom Production Studio 2,,,,,0.24m,0.11m,0.08m,0.02m,0.03m,6/13/2006,,0.24,,0.24,0.24,
Armored Core: Last Raven,PS2_b,Agetec,From Software,,,,,0.18m,0.05m,0.04m,0.08m,0.01m,6/13/2006,,0.18,,0.18,0.18,
IHRA Drag Racing: Sportsman Edition,PS2_b,Bethesda Softworks,Bethesda Softworks,,,,,0.08m,0.04m,0.03m,,0.01m,6/13/2006,,0.08,,0.08,0.08,
Point Blank DS (JP sales),DS_b,Namco Bandai,Namco Bandai Games,,,,,0.07m,,,0.07m,,6/13/2006,,0.07,,0.07,0.07,
Urban Chaos: Riot Response,PS2_b,Eidos Interactive,Rocksteady Studios,,,,,0.06m,0.03m,0.02m,,0.01m,6/13/2006,,0.06,,0.06,0.06,
Point Blank DS (US sales),DS_b,Namco Bandai,Namco Bandai Games,,,,,0.06m,0.05m,0.00m,,,6/13/2006,,0.06,,0.06,0.06,
Metal Gear Solid: Digital Graphic Novel,PSP_b,Konami,Kojima Productions,,7.6,,,0.04m,0.02m,0.00m,0.02m,0.00m,6/13/2006,,0.04,,0.04,0.04,
AMF Xtreme Bowling,PS2_b,Mud Duck Productions,Mud Duck Productions,,,,,0.02m,0.01m,0.01m,,0.00m,6/13/2006,,0.02,,0.02,0.02,
Urban Chaos: Riot Response,XB_b,Eidos Interactive,Rocksteady Studios,,,,,0.02m,0.01m,0.00m,,0.00m,6/13/2006,,0.02,,0.02,0.02,
Rocket Mania! Deluxe,PC_b,PopCap Games,PopCap Games,,,,,,,,,,6/14/2006,,#VALUE!,,0,0,
Deep Sea Tycoon: Diver's Paradise,PC_b,eGames,Pixel after Pixel,,6.5,,,,,,,,6/14/2006,,#VALUE!,,0,0,
Doko Demo Issho: Let's Gakkou!,PSP_b,Sony Computer Entertainment,Sony Computer Entertainment,,,,,0.04m,,,0.04m,,6/15/2006,,0.04,,0.04,0.04,
Metal Saga: Hagane no Kisetsu,DS_b,Success,Crea-Tech,,,,,0.03m,,,0.03m,,6/15/2006,,0.03,,0.03,0.03,
Zoids Dash,DS_b,Tomy Corporation,Tomy Corporation,,,,,0.02m,,,0.02m,,6/15/2006,,0.02,,0.02,0.02,
Kaitou Rousseau,DS_b,Namco,Namco,,,,,0.01m,,,0.01m,,6/15/2006,,0.01,,0.01,0.01,
Boku wa Koukuu Kanseikan: Airport Hero Narita,PSP_b,Sonic Powered,TechnoBrain,,,,,,,,,,6/15/2006,,#VALUE!,,0,0,
Daisenryaku Centurion,PC_b,System Soft,System Soft,,,,,,,,,,6/15/2006,,#VALUE!,,0,0,
Franklin: A Birthday Surprise,GC_b,Game Factory,Neko Entertainment,,,,,,,,,,6/16/2006,,#VALUE!,,0,0,
International Cricket Captain 2006,PC_b,Empire Interactive,Empire Interactive,,,,,,,,,,6/16/2006,,#VALUE!,,0,0,
Valis X: Cham - Aratanaru Senyuu,PC_b,Unknown,Eants,,,,,,,,,,6/16/2006,,#VALUE!,,0,0,
TalkMan,PSP_b,Sony Computer Entertainment,Sony Computer Entertainment,,,,,0.02m,,0.00m,0.02m,0.00m,6/16/2006,,0.02,,0.02,0.02,
Airborne Assault: Conquest of the Aegean,PC_b,Matrix Games,Panther Games,,,,,,,,,,6/16/2006,,#VALUE!,,0,0,
Disney's Winnie the Pooh's Rumbly Tumbly Adventure & Rayman 3,GBA_b,Ubisoft,Phoenix Game Studio / Ubisoft,,,,,,,,,,6/16/2006,,#VALUE!,,0,0,
NFL Head Coach,PC_b,EA Sports,EA Tiburon,,,,,,,,,,6/19/2006,,#VALUE!,,0,0,
Rome: Total War Alexander,PC_b,Sega,The Creative Assembly,,7.4,,,,,,,,6/19/2006,,#VALUE!,,0,0,
MotoGP 4 - Official Game of MotoGP,PS2_b,Namco,Namco,,,,0.68m,,,,,,6/20/2006,,#VALUE!,,0,0,
Guilty Gear Isuka,PC_b,Arc System Works,Arc System Works,,,,,,,,,,6/20/2006,,#VALUE!,,0,0,
NFL Head Coach,PS2_b,EA Sports,EA Tiburon,,,,,0.45m,0.38m,0.01m,,0.06m,6/20/2006,,0.45,,0.45,0.45,
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP_b,Namco Bandai,MiCROViSion Inc. / Falcom Corporation,,,,,0.14m,0.03m,,0.11m,,6/20/2006,,0.14,,0.14,0.14,
Break 'Em All,DS_b,D3 Publisher,Warashi,,,,,0.12m,0.11m,,,0.01m,6/20/2006,,0.12,,0.12,0.12,
NFL Head Coach,XB_b,EA Sports,EA Tiburon,,,,,0.12m,0.09m,0.03m,,0.00m,6/20/2006,,0.12,,0.12,0.12,
The Legend of Heroes II: Prophecy of the Moonlight Witch (JP sales),PSP_b,Namco Bandai,MiCROViSion Inc. / Falcom Corporation,,,,,0.11m,,,0.11m,,6/20/2006,,0.11,,0.11,0.11,
Tomb Raider: Legend,PSP_b,Eidos Interactive,Buzz Monkey,,7.2,,,0.46m,0.09m,0.25m,,0.12m,6/21/2006,,0.46,,0.46,0.46,
Shin Sangoku Musou 4 Special,PC_b,KOEI,Omega Force,,,,,,,,,,6/22/2006,,#VALUE!,,0,0,
Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP_b,Sega,Sega,,,,,0.07m,,,0.07m,,6/22/2006,,0.07,,0.07,0.07,
Galaxy Angel II: Zettairyouiki no Tobira,PS2_b,Broccoli,Seta Corporation,,,,,0.03m,,,0.03m,,6/22/2006,,0.03,,0.03,0.03,
Gakuen Alice: KiraKira * Memory Kiss,PS2_b,Kids Station,Kids Station,,,,,0.01m,,,0.01m,,6/22/2006,,0.01,,0.01,0.01,
H2O: Footprints in the Sand,PC_b,Unknown,Makura,,,,,,,,,,6/23/2006,,#VALUE!,,0,0,
Urban Extreme,PS2_b,Metro 3D,Data Design Interactive,,,,,,,,,,6/23/2006,,#VALUE!,,0,0,
Dragon Blaze,PS2_b,505 Games,Psikyo,,,,,,,,,,6/23/2006,,#VALUE!,,0,0,
Naruto: Ultimate Ninja,Series_b,Bandai Namco Entertainment,CyberConnect2,,,,31.69m,,,,,,6/26/2006,2/5/2020,#VALUE!,,0,0,
Titan Quest,PC_b,THQ,Iron Lore Entertainment,,7.6,,1.04m,,,,,,6/26/2006,,#VALUE!,,0,0,
Trilby's Notes,PC_b,Fully Ramblomatic,Fully Ramblomatic,,,,,,,,,,6/26/2006,,#VALUE!,,0,0,
Naruto: Ultimate Ninja (JP sales),PS2_b,Namco Bandai,CyberConnect2,,,,,0.32m,,,0.32m,,6/26/2006,,0.32,,0.32,0.32,
Sudoku Gridmaster (JP sales),DS_b,Nintendo,Hudson Soft,,,,,0.19m,,,0.19m,,6/26/2006,,0.19,,0.19,0.19,
Sudoku Gridmaster,DS_b,Nintendo,Hudson Soft,,,,,0.17m,0.13m,0.02m,,0.01m,6/26/2006,,0.17,,0.17,0.17,
OutRun 2006: Coast 2 Coast,PC_b,Sega,Sumo Digital,,,,,,,,,,6/27/2006,,#VALUE!,,0,0,
Pirates of the Caribbean: Dead Man's Chest,GBA_b,Buena Vista,Amaze Entertainment,,,,,0.47m,0.33m,0.12m,,0.01m,6/27/2006,,0.47,,0.47,0.47,
Pirates of the Caribbean: Dead Man's Chest,PSP_b,Buena Vista,Griptonite Games,,4.3,,,0.28m,0.25m,0.01m,,0.02m,6/27/2006,,0.28,,0.28,0.28,
Pirates of the Caribbean: Dead Man's Chest,DS_b,Buena Vista,Griptonite Games,,,,,0.26m,0.23m,0.01m,,0.02m,6/27/2006,,0.26,,0.26,0.26,
Over G Fighters,X360_b,Ubisoft,Taito Corporation,,5.1,,,0.22m,0.19m,0.01m,,0.02m,6/27/2006,,0.22,,0.22,0.22,
World Tour Soccer 06,PSP_b,Sony Computer Entertainment,SCEE London Studio,,,,,0.07m,0.07m,0.00m,,0.01m,6/27/2006,,0.07,,0.07,0.07,
Micro Machines V4,PSP_b,Codemasters,Supersonic Software,,,,,0.02m,0.01m,0.00m,,0.00m,6/27/2006,,0.02,,0.02,0.02,
Hi Hi Puffy AmiYumi: The Genie & the Amp,DS_b,D3 Publisher,Sensory Sweep Studios,,,,,0.01m,0.01m,,,0.00m,6/27/2006,,0.01,,0.01,0.01,
Micro Machines V4,PS2_b,Codemasters,Supersonic Software,,,,,0.01m,0.01m,0.00m,,0.00m,6/27/2006,,0.01,,0.01,0.01,
Crusty Demons,XB_b,Evolved Games,Climax Group,,,,,0.01m,0.01m,0.00m,,0.00m,6/27/2006,,0.01,,0.01,0.01,
Pirates of the Caribbean: The Legend of Jack Sparrow,PC_b,Bethesda Softworks,California Seven Studios,,,,,,,,,,6/28/2006,,#VALUE!,,0,0,
Juiced: Eliminator,PSP_b,THQ,Juice Games,,6.6,,,0.42m,0.11m,0.20m,,0.12m,6/28/2006,,0.42,,0.42,0.42,
Pirates of the Caribbean: The Legend of Jack Sparrow,PS2_b,Bethesda Softworks,California Seven Studios,,,,,0.25m,0.12m,0.09m,,0.03m,6/28/2006,,0.25,,0.25,0.25,
MTX Mototrax,PSP_b,Activision,Left Field Productions,,,,,0.05m,0.04m,0.00m,,0.00m,6/28/2006,,0.05,,0.05,0.05,
Ruff Trigger: The Vanocore Conspiracy,PS2_b,Natsume,Playstos Entertainment,,5.9,,,0.02m,0.01m,0.01m,,0.00m,6/28/2006,,0.02,,0.02,0.02,
IHRA Drag Racing: Sportsman Edition,XB_b,Bethesda Softworks,Bethesda Softworks,,,,,0.02m,0.01m,0.00m,,0.00m,6/28/2006,,0.02,,0.02,0.02,
AMF Xtreme Bowling,XB_b,Bethesda Softworks,Mud Duck Productions,,,,,0.01m,0.01m,0.00m,,0.00m,6/28/2006,,0.01,,0.01,0.01,
Babar To The Rescue,GBA_b,Game Factory,Sirius Software,,,,,0.00m,0.00m,0.00m,,0.00m,6/28/2006,,0.00,,0.00,0,
Parfait: Chocolat Second Style,PS2_b,Alchemist,Alchemist,,,,,1.22m,0.59m,0.46m,0.01m,0.15m,6/29/2006,,1.22,,1.22,1.22,
Sega Ages Series 2500 Vol. 24: Last Bronx: Tokyo Bengaichi,PS2_b,Sega,M2,,,,,,,,,,6/29/2006,,#VALUE!,,0,0,
Touch de Manzai! Megami no Etsubo DS,DS_b,Ertain,Ertain,,,,,,,,,,6/29/2006,,#VALUE!,,0,0,
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP_b,Sony Computer Entertainment,Millennium Kitchen,,,,,0.10m,,,0.10m,,6/29/2006,,0.10,,0.10,0.1,
SoulLink Extension,PS2_b,Interchannel,Interchannel,,,,,0.01m,,,0.01m,,6/29/2006,,0.01,,0.01,0.01,
Festa!! Hyper Girls Party,PS2_b,KID,KID Corporation,,,,,0.01m,,,0.01m,,6/29/2006,,0.01,,0.01,0.01,
Atama wo Kitaete Asobu Taisen Yajirushi Puzzle: Puppynu Vector One,DS_b,MegaCyber,MegaCyber,,,,,,,,,,6/29/2006,,#VALUE!,,0,0,
FlatOut 2,All_b,Empire Interactive,Bugbear Entertainment,,,,1.00m,,,,,,6/30/2006,1/28/2021,#VALUE!,,0,0,
Koiiro Chu! Lips,PC_b,Peas Soft,Peas Soft,,,,,,,,,,6/30/2006,,#VALUE!,,0,0,
